Measurement report of dcv_sheet_total,,,,,,
Generated by DesCoVer 2.6.0,,,,,,
Date,2016-10-11 03:47:34 -0500,Author,b48923,,,
,,,,,,
,,,,,,
Testbench: LIB: esd_sm8mvLib - CELL: wunchbell_patrice - VIEW: schematic_total - Tue Oct 11 03:47:55 CDT 2016,,,,,,
,,,,,,
,,,,,,
Setup: Parameters or device casing alteration,,,,,,
Err:510,,,,,,
risetime=1n start=45u ,,,,,,
,,,,,,
,,,,,,
amplitude,length,time,vin,v2p5,vclamp9,v1p0
-30,0.000001,8.26378E-007,9.87897,0.000982812,8.10711,-0.006901
-30,0.000001,8.53575E-007,10.2035,0.00108496,8.11188,-0.00933975
-30,0.000001,8.78878E-007,10.5052,0.00120613,8.10882,-0.0114564
-30,0.000001,9.1064E-007,10.8828,0.00148568,8.1019,-0.0137052
-30,0.000001,0.000000937,11.1947,0.00182975,8.09533,-0.0152756
-30,0.000001,9.67895E-007,11.5583,0.00245758,8.08853,-0.0168304
-30,0.000001,0.000001,11.9339,0.00338357,8.08264,-0.018144
-30,0.000001,1.00355E-006,11.9352,0.00339037,8.0729,-0.0183626
-30,0.000001,1.0052E-006,11.9354,0.00349316,8.06894,-0.0183828
-30,0.000001,1.00851E-006,11.9357,0.00357728,8.06484,-0.0182295
-30,0.000001,1.00945E-006,11.9358,0.00360505,8.06433,-0.0181718
-30,0.000001,1.01133E-006,11.936,0.00370407,8.06323,-0.0180462
-30,0.000001,0.000001014,11.9362,0.00374724,8.0612,-0.0179034
-30,0.000001,1.0167E-006,11.9363,0.00389187,8.05844,-0.0177605
-30,0.000001,1.01788E-006,11.9364,0.00388471,8.05724,-0.0177009
-30,0.000001,1.02025E-006,11.9365,0.00400577,8.055,-0.0175746
-30,0.000001,0.000001025,11.9367,0.00413869,8.05129,-0.0173182
-30,0.000001,1.03108E-006,11.937,0.00437787,8.04704,-0.017008
-30,0.000001,1.04035E-006,11.9371,0.00468427,8.04121,-0.0165597
-30,0.000001,1.04375E-006,11.9372,0.00482178,8.03932,-0.0164024
-30,0.000001,1.05055E-006,11.9372,0.00505813,8.03595,-0.0160904
-30,0.000001,1.05346E-006,11.9372,0.00516493,8.03462,-0.0159641
-30,0.000001,1.05928E-006,11.9372,0.00538445,8.03218,-0.015709
-30,0.000001,1.06881E-006,11.9371,0.00572583,8.0287,-0.0153138
-30,0.000001,1.08015E-006,11.9369,0.00616527,8.02526,-0.0148613
-30,0.000001,1.09872E-006,11.9365,0.00686003,8.02099,-0.0141777
-30,0.000001,1.12314E-006,11.9357,0.0078372,8.01713,-0.0133474
-30,0.000001,1.13236E-006,11.9353,0.00819152,8.01611,-0.0130524
-30,0.000001,1.15082E-006,11.9344,0.00896895,8.01444,-0.0124685
-30,0.000001,1.15678E-006,11.9341,0.00919294,8.01401,-0.0122837
-30,0.000001,1.16869E-006,11.9335,0.00972252,8.01329,-0.0118978
-30,0.000001,1.19253E-006,11.9321,0.010725,8.0122,-0.011086
-30,0.000001,1.21965E-006,11.9304,0.011969,8.0114,-0.0100483
-30,0.000001,1.26964E-006,11.9272,0.0142999,8.01054,-0.00781867
-30,0.000001,1.28267E-006,11.9263,0.0149717,8.01038,-0.00717643
-30,0.000001,1.30873E-006,11.9245,0.0162555,8.01002,-0.00584799
-30,0.000001,1.31357E-006,11.9242,0.0165386,8.00995,-0.00558891
-30,0.000001,1.32325E-006,11.9235,0.0170058,8.0098,-0.0050733
-30,0.000001,1.33768E-006,11.9225,0.0178041,8.00947,-0.0042057
-30,0.000001,1.34372E-006,11.9221,0.0180882,8.00937,-0.00377654
-30,0.000001,1.3558E-006,11.9213,0.0187806,8.00904,-0.00261313
-30,0.000001,1.37023E-006,11.9203,0.0195324,8.00878,-0.000601436
-30,0.000001,1.38381E-006,11.9193,0.0203315,8.0088,0.00179889
-30,0.000001,1.39912E-006,11.9182,0.0211603,8.00856,0.00518198
-30,0.000001,1.42257E-006,11.9166,0.0225635,8.00817,0.0125091
-30,0.000001,1.46257E-006,11.9137,0.0249309,8.00705,0.0331198
-30,0.000001,1.51033E-006,11.9103,0.0279897,8.00515,0.0745102
-30,0.000001,1.53036E-006,11.9089,0.0292591,8.00424,0.0979694
-30,0.000001,1.57042E-006,11.906,0.0320046,8.00212,0.155784
-30,0.000001,1.58129E-006,11.9052,0.0327149,8.00149,0.173894
-30,0.000001,0.000001603,11.9036,0.0342853,8.00007,0.214159
-30,0.000001,1.61154E-006,11.903,0.0348508,7.99956,0.231853
-30,0.000001,1.62614E-006,11.9019,0.0359452,7.9984,0.265576
-30,0.000001,1.64031E-006,11.9009,0.0369397,7.99713,0.304447
-30,0.000001,1.65311E-006,11.9,0.037928,7.99593,0.345618
-30,0.000001,0.000001656,11.8998,0.0381022,7.99563,0.355448
-30,0.000001,1.66171E-006,11.8994,0.0385684,7.99506,0.375466
-30,0.000001,0.000001668,11.8989,0.0390051,7.99444,0.397553
-30,0.000001,1.67793E-006,11.8982,0.0397916,7.99334,0.430038
-30,0.000001,1.68523E-006,11.8976,0.0403172,7.99252,0.449978
-30,0.000001,1.68874E-006,11.8974,0.0406144,7.99211,0.457684
-30,0.000001,1.69574E-006,11.8969,0.0411298,7.99131,0.471358
-30,0.000001,1.70423E-006,11.8963,0.0418111,7.99039,0.48683
-30,0.000001,1.70731E-006,11.896,0.0420328,7.99006,0.492487
-30,0.000001,1.71347E-006,11.8956,0.0425284,7.98938,0.503715
-30,0.000001,1.72492E-006,11.8948,0.0434199,7.98813,0.524794
-30,0.000001,1.74189E-006,11.8936,0.044784,7.98643,0.55638
-30,0.000001,1.75946E-006,11.8923,0.0461974,7.98483,0.589098
-30,0.000001,0.000001764,11.892,0.0465723,7.98442,0.597048
-30,0.000001,0.000001773,11.8913,0.0473115,7.98355,0.612349
-30,0.000001,1.77551E-006,11.8911,0.047517,7.98338,0.616487
-30,0.000001,1.78052E-006,11.8908,0.0479381,7.98317,0.624616
-30,0.000001,1.78541E-006,11.8904,0.048334,7.98295,0.632273
-30,0.000001,1.79123E-006,11.89,0.048831,7.9827,0.6403
-30,0.000001,1.79252E-006,11.8899,0.0489242,7.98267,0.641826
-30,0.000001,1.7951E-006,11.8898,0.0491579,7.98262,0.644494
-30,0.000001,1.80026E-006,11.8894,0.0495734,7.98256,0.648376
-30,0.000001,1.80806E-006,11.8888,0.0502508,7.98247,0.652604
-30,0.000001,1.81749E-006,11.8882,0.0510345,7.98227,0.658115
-30,0.000001,1.82905E-006,11.8874,0.0520423,7.98206,0.666086
