# Version 1.00
#
freq[Hz]	Trc1_S11[dB]	Trc2_S12[dB]	Trc3_S21[dB]	Trc4_S22[dB]	
9.179168336673347E+008	-1.817178890537808E+001	-2.052491307182610E+001	-2.611846945960440E+001	-3.100272701517677E+000	
9.219245490981964E+008	-1.827527872700742E+001	-2.044847389543263E+001	-2.610903100185535E+001	-3.088896327523083E+000	
9.259322645290581E+008	-1.840194942165212E+001	-2.041091981410344E+001	-2.612145153526218E+001	-3.072139592377431E+000	
9.299399799599199E+008	-1.855670561238032E+001	-2.030976508132204E+001	-2.605424810141917E+001	-3.069982147930567E+000	
9.339476953907816E+008	-1.875374361692775E+001	-2.014043211550139E+001	-2.589774250461731E+001	-3.078484093522224E+000	
9.379554108216434E+008	-1.898377722568161E+001	-1.994509801413195E+001	-2.569913631114484E+001	-3.087519789711225E+000	
9.419631262525051E+008	-1.924331903117516E+001	-1.976986754210078E+001	-2.551768981128413E+001	-3.085847719563300E+000	
9.459708416833668E+008	-1.953649837874191E+001	-1.957750667027465E+001	-2.532335584120904E+001	-3.078375341800408E+000	
9.499785571142285E+008	-1.985791878684844E+001	-1.937162149557589E+001	-2.512358329573038E+001	-3.060725074239393E+000	
9.539862725450902E+008	-2.019904514162945E+001	-1.911111367697578E+001	-2.488188392408399E+001	-3.036813395578533E+000	
9.579939879759519E+008	-2.054618607260305E+001	-1.891348409319192E+001	-2.472997621542598E+001	-3.000878801537247E+000	
9.620017034068136E+008	-2.090705775743156E+001	-1.872470054876902E+001	-2.459902134007371E+001	-2.966622773154284E+000	
9.660094188376753E+008	-2.128136335445090E+001	-1.841206296679121E+001	-2.435386950625586E+001	-2.945638506181358E+000	
9.700171342685372E+008	-2.163212529576213E+001	-1.809864979539412E+001	-2.412223901590615E+001	-2.922936866601427E+000	
9.740248496993989E+008	-2.194463592791858E+001	-1.785129759130297E+001	-2.397249263389886E+001	-2.894029085695919E+000	
9.780325651302606E+008	-2.221089401601518E+001	-1.765801819880533E+001	-2.388417688056003E+001	-2.855825822705633E+000	
9.820402805611223E+008	-2.241563368996170E+001	-1.755345805749797E+001	-2.388969821126205E+001	-2.808079293725332E+000	
9.860479959919840E+008	-2.255816443605180E+001	-1.754485790071979E+001	-2.398265372621273E+001	-2.751908180510970E+000	
9.900557114228457E+008	-2.265253910092916E+001	-1.762391218640928E+001	-2.415356823378261E+001	-2.685781232355533E+000	
9.940634268537074E+008	-2.271368617541193E+001	-1.777747981080709E+001	-2.436471357273093E+001	-2.613625032006572E+000	
9.980711422845691E+008	-2.275405332565164E+001	-1.796716541788769E+001	-2.457321057596313E+001	-2.545707717388708E+000	
1.002078857715431E+009	-2.278397788346629E+001	-1.817175675874660E+001	-2.475812593346018E+001	-2.480133941085877E+000	
1.006086573146293E+009	-2.279846469747640E+001	-1.838168272635617E+001	-2.491836656151382E+001	-2.417564030441687E+000	
1.010094288577154E+009	-2.282179653755241E+001	-1.860629759336013E+001	-2.506713836090603E+001	-2.361220820618252E+000	
1.014102004008016E+009	-2.285561595949757E+001	-1.879003336474321E+001	-2.516915713700692E+001	-2.316180435955336E+000	
1.018109719438878E+009	-2.290264695034034E+001	-1.896464632090605E+001	-2.526922222495096E+001	-2.276789240332303E+000	
1.022117434869740E+009	-2.298663971060218E+001	-1.913468134317178E+001	-2.538706968016735E+001	-2.242500857681097E+000	
1.026125150300601E+009	-2.310777648316260E+001	-1.932617566535562E+001	-2.555972336496215E+001	-2.214717007548960E+000	
1.030132865731463E+009	-2.328140058415157E+001	-1.948466619140143E+001	-2.574085491175284E+001	-2.197095112092975E+000	
1.034140581162325E+009	-2.351237520502756E+001	-1.959355294091613E+001	-2.591583978212718E+001	-2.188117722039198E+000	
1.038148296593186E+009	-2.379663497628901E+001	-1.965225733065476E+001	-2.608525565591964E+001	-2.182699398687505E+000	
1.042156012024048E+009	-2.413291124724341E+001	-1.974066516706656E+001	-2.633406833555678E+001	-2.172647019851589E+000	
1.046163727454910E+009	-2.452808617806629E+001	-1.985363705316144E+001	-2.664329936346754E+001	-2.158368055454645E+000	
1.050171442885772E+009	-2.497799338046002E+001	-2.001035620864826E+001	-2.702224136604341E+001	-2.146955428770434E+000	
1.054179158316633E+009	-2.547890717338395E+001	-2.019078156939758E+001	-2.744017208232307E+001	-2.134479597260731E+000	
1.058186873747495E+009	-2.603243243799048E+001	-2.036052712755101E+001	-2.783760092584679E+001	-2.125409710366917E+000	
1.062194589178357E+009	-2.663027149085216E+001	-2.051711819932213E+001	-2.820140569536896E+001	-2.116139494948207E+000	
1.066202304609219E+009	-2.725499151460918E+001	-2.065097245552730E+001	-2.850850004436606E+001	-2.103894343889256E+000	
1.070210020040080E+009	-2.790812608716325E+001	-2.078274317740710E+001	-2.877084303658698E+001	-2.093785176835740E+000	
1.074217735470942E+009	-2.856960014556792E+001	-2.086882531864324E+001	-2.891750038590192E+001	-2.087666823228098E+000	
1.078225450901804E+009	-2.922282176897399E+001	-2.091229849818058E+001	-2.896421105995928E+001	-2.079452836989036E+000	
1.082233166332665E+009	-2.985584316596400E+001	-2.093812535704304E+001	-2.893094919749917E+001	-2.068854177619954E+000	
1.086240881763527E+009	-3.045701788148358E+001	-2.092690156774695E+001	-2.880406697420421E+001	-2.056417478413984E+000	
1.090248597194389E+009	-3.101123634289383E+001	-2.087301314590611E+001	-2.858166004962054E+001	-2.045614706834757E+000	
1.094256312625251E+009	-3.151278022062635E+001	-2.081645381215648E+001	-2.833152920991840E+001	-2.034217720102609E+000	
1.098264028056112E+009	-3.195057862450688E+001	-2.077168549502781E+001	-2.809047661799026E+001	-2.020642018396680E+000	
1.102271743486974E+009	-3.232406823889806E+001	-2.074672638618366E+001	-2.787934742808367E+001	-2.010073404270550E+000	
1.106279458917836E+009	-3.268740241499093E+001	-2.075282196142096E+001	-2.772265378533282E+001	-1.998933522094712E+000	
1.110287174348697E+009	-3.300844581139101E+001	-2.077159034656052E+001	-2.762094858606663E+001	-1.990244296854931E+000	
1.114294889779559E+009	-3.331288205903631E+001	-2.079519988140641E+001	-2.756330973145283E+001	-1.977275550227302E+000	
1.118302605210421E+009	-3.365544152173438E+001	-2.087596734294906E+001	-2.760648037707480E+001	-1.952167549022791E+000	
1.122310320641283E+009	-3.405451064232519E+001	-2.099283823580347E+001	-2.772739026172179E+001	-1.928464748463753E+000	
1.126318036072144E+009	-3.465660693572182E+001	-2.110989617081357E+001	-2.791055927426455E+001	-1.902721595089919E+000	
1.130325751503006E+009	-3.546817048655176E+001	-2.124862388598609E+001	-2.817319225024519E+001	-1.879457469374560E+000	
1.134333466933868E+009	-3.638831261337363E+001	-2.139653996053026E+001	-2.848942845910518E+001	-1.856757382502319E+000	
1.138341182364729E+009	-3.756634566451253E+001	-2.153640308849749E+001	-2.885425499677862E+001	-1.836287457292960E+000	
1.142348897795591E+009	-3.911846448372208E+001	-2.169490691879218E+001	-2.926203002508386E+001	-1.815648450312086E+000	
1.146356613226453E+009	-4.094123111418595E+001	-2.184199447108874E+001	-2.968096042174464E+001	-1.796980487043849E+000	
1.150364328657315E+009	-4.286317176325944E+001	-2.197692001310199E+001	-3.008644959845765E+001	-1.781260024450274E+000	
1.154372044088177E+009	-4.389311761846069E+001	-2.211308957422721E+001	-3.047011178181956E+001	-1.766348174849484E+000	
1.158379759519038E+009	-4.279505449926153E+001	-2.222323304684285E+001	-3.077988844743403E+001	-1.755153030377021E+000	
1.162387474949900E+009	-4.057913933820395E+001	-2.230084223195485E+001	-3.100749015480643E+001	-1.742724444242552E+000	
1.166395190380762E+009	-3.837353415810819E+001	-2.236894566361684E+001	-3.115183509614310E+001	-1.727117929910092E+000	
1.170402905811623E+009	-3.652459998306058E+001	-2.239101744821752E+001	-3.118391434124300E+001	-1.707777617174568E+000	
1.174410621242485E+009	-3.502475673711524E+001	-2.240195828564529E+001	-3.113495396685401E+001	-1.682833907853873E+000	
1.178418336673347E+009	-3.383131954271110E+001	-2.239439601685918E+001	-3.099334096887793E+001	-1.652644554400203E+000	
1.182426052104209E+009	-3.281877721691265E+001	-2.237921944384492E+001	-3.078121125382939E+001	-1.621658913463079E+000	
1.186433767535070E+009	-3.202274263508633E+001	-2.234003468465333E+001	-3.050206811456252E+001	-1.589737601088973E+000	
1.190441482965932E+009	-3.136159906364156E+001	-2.228646541011468E+001	-3.018132371250322E+001	-1.557342351290387E+000	
1.194449198396794E+009	-3.081138030505538E+001	-2.223871228214118E+001	-2.985094304850512E+001	-1.526697261136492E+000	
1.198456913827655E+009	-3.037455753098850E+001	-2.218087355066570E+001	-2.952499795772807E+001	-1.496849915036440E+000	
1.202464629258517E+009	-3.001966732725331E+001	-2.212889663945245E+001	-2.924090787600860E+001	-1.469162321295661E+000	
1.206472344689379E+009	-2.967256749198193E+001	-2.210001345219179E+001	-2.902396489039554E+001	-1.444120974043777E+000	
1.210480060120240E+009	-2.938047533190733E+001	-2.211308489856998E+001	-2.891613529362067E+001	-1.420873142119344E+000	
1.214487775551102E+009	-2.912802922213554E+001	-2.216477952708842E+001	-2.891163124178313E+001	-1.402487373993445E+000	
1.218495490981964E+009	-2.888030189917488E+001	-2.223056193849636E+001	-2.900701948966008E+001	-1.388487597806484E+000	
1.222503206412826E+009	-2.863381963961604E+001	-2.233551520658695E+001	-2.920164163093605E+001	-1.375726666496379E+000	
1.226510921843688E+009	-2.833828233546108E+001	-2.248475559130146E+001	-2.950501405390333E+001	-1.369374605790004E+000	
1.230518637274549E+009	-2.802710484054628E+001	-2.264745863145232E+001	-2.987069947642462E+001	-1.365222315819751E+000	
1.234526352705411E+009	-2.769662858309952E+001	-2.283020772527662E+001	-3.028378730598614E+001	-1.366322477443648E+000	
1.238534068136273E+009	-2.733065586850583E+001	-2.302169209658331E+001	-3.072300766076540E+001	-1.372064781571342E+000	
1.242541783567134E+009	-2.692197843535265E+001	-2.320222181590804E+001	-3.113567898265174E+001	-1.380893127107284E+000	
1.246549498997996E+009	-2.648846132965128E+001	-2.334141619076421E+001	-3.148035217630129E+001	-1.393638554522947E+000	
1.250557214428858E+009	-2.604548025688861E+001	-2.345754591607832E+001	-3.176135542402724E+001	-1.408523232175722E+000	
1.254564929859720E+009	-2.557592816600831E+001	-2.355786413543130E+001	-3.195693642522047E+001	-1.422447902745166E+000	
1.258572645290581E+009	-2.510381808238928E+001	-2.362480128229253E+001	-3.206449573648055E+001	-1.432737327395098E+000	
1.262580360721443E+009	-2.464424971949897E+001	-2.365840062062307E+001	-3.205864626087044E+001	-1.443344704904124E+000	
1.266588076152305E+009	-2.421945793549100E+001	-2.366312330335572E+001	-3.196244878387659E+001	-1.448244408882053E+000	
1.270595791583166E+009	-2.381159128014773E+001	-2.363637852351846E+001	-3.177822635863095E+001	-1.449201242687251E+000	
1.274603507014028E+009	-2.342578846229597E+001	-2.358867130236459E+001	-3.152838983043768E+001	-1.446267580022386E+000	
1.278611222444890E+009	-2.306266217662417E+001	-2.350911541077234E+001	-3.121885716488579E+001	-1.439226242290199E+000	
1.282618937875752E+009	-2.272695789153256E+001	-2.342191917278859E+001	-3.088473956734051E+001	-1.428835585949038E+000	
1.286626653306613E+009	-2.242866021169091E+001	-2.332869886681581E+001	-3.054863598828977E+001	-1.415187275686151E+000	
1.290634368737475E+009	-2.214713836431167E+001	-2.323151061538064E+001	-3.023501994306815E+001	-1.400932055698518E+000	
1.294642084168337E+009	-2.189908393385358E+001	-2.316169526797727E+001	-2.999260367521698E+001	-1.385200846509243E+000	
1.298649799599198E+009	-2.167568307888985E+001	-2.313579982963216E+001	-2.985426134281997E+001	-1.370522363661371E+000	
1.302657515030060E+009	-2.147806797378445E+001	-2.316306185524407E+001	-2.982574175692093E+001	-1.358749567410661E+000	
1.306665230460922E+009	-2.129595880893359E+001	-2.324667977459246E+001	-2.991553792950691E+001	-1.352053892809862E+000	
1.310672945891784E+009	-2.113485146937363E+001	-2.339256018985900E+001	-3.013756363741797E+001	-1.351755770191211E+000	
1.314680661322645E+009	-2.098482281611455E+001	-2.359191205174699E+001	-3.046513655409753E+001	-1.359656468062879E+000	
1.318688376753507E+009	-2.084855235410801E+001	-2.385207741383161E+001	-3.088453673082109E+001	-1.377622903131146E+000	
1.322696092184369E+009	-2.073625686880972E+001	-2.415485321256016E+001	-3.136407260928398E+001	-1.404137297492452E+000	
1.326703807615231E+009	-2.062288450713149E+001	-2.447270599470887E+001	-3.185926819276043E+001	-1.440271617094846E+000	
1.330711523046092E+009	-2.052320038440561E+001	-2.478561044760250E+001	-3.233930368422441E+001	-1.481073514730229E+000	
1.334719238476954E+009	-2.040057801739041E+001	-2.504730423957113E+001	-3.273054817325629E+001	-1.525031126783315E+000	
1.338726953907816E+009	-2.027437345563194E+001	-2.524866578299940E+001	-3.301643383745033E+001	-1.573474901688871E+000	
1.342734669338677E+009	-2.014308492184015E+001	-2.535589747170053E+001	-3.315868544090758E+001	-1.618141736474787E+000	
1.346742384769539E+009	-1.998254460395507E+001	-2.538860319146638E+001	-3.316958380043267E+001	-1.654979060988120E+000	
1.350750100200401E+009	-1.978579883114666E+001	-2.533642004756187E+001	-3.301821188822492E+001	-1.689401987454895E+000	
1.354757815631263E+009	-1.957661520955690E+001	-2.523629364587867E+001	-3.277556995652271E+001	-1.716973223219081E+000	
1.358765531062124E+009	-1.934841023463655E+001	-2.508385010676066E+001	-3.242829816032626E+001	-1.747560477911082E+000	
1.362773246492986E+009	-1.912207623345267E+001	-2.490060620574924E+001	-3.201219079167901E+001	-1.780557096141864E+000	
1.366780961923848E+009	-1.889019655115454E+001	-2.469456915243293E+001	-3.154907103773038E+001	-1.818201305689115E+000	
1.370788677354709E+009	-1.865759595358058E+001	-2.446525222848105E+001	-3.105850178451540E+001	-1.861126129485272E+000	
1.374796392785571E+009	-1.842848328446745E+001	-2.422286035442050E+001	-3.056804928883394E+001	-1.912514874149280E+000	
1.378804108216433E+009	-1.820375532127736E+001	-2.397419658940466E+001	-3.011116109555790E+001	-1.972343324067727E+000	
1.382811823647295E+009	-1.799252890349476E+001	-2.373918878671692E+001	-2.970121581393859E+001	-2.041742552966563E+000	
1.386819539078157E+009	-1.780415611308014E+001	-2.350608503321912E+001	-2.936655265122191E+001	-2.124508914717364E+000	
1.390827254509018E+009	-1.762426030264979E+001	-2.332231238745845E+001	-2.916335902801852E+001	-2.219107806608311E+000	
1.394834969939880E+009	-1.745931739762554E+001	-2.319492593334808E+001	-2.909628333700576E+001	-2.326937356775131E+000	
1.398842685370742E+009	-1.729746909405355E+001	-2.314297240794260E+001	-2.918468826817620E+001	-2.444287446209497E+000	
1.402850400801603E+009	-1.714643712482786E+001	-2.317575906493333E+001	-2.941152787967038E+001	-2.570191155720483E+000	
1.406858116232465E+009	-1.699572671677946E+001	-2.332851890616712E+001	-2.978835522620870E+001	-2.695699846864566E+000	
1.410865831663327E+009	-1.684923441659482E+001	-2.359077908566952E+001	-3.026781924387348E+001	-2.804365284708914E+000	
1.414873547094189E+009	-1.672304239478007E+001	-2.394810878746765E+001	-3.084605723607560E+001	-2.877589393907790E+000	
1.418881262525050E+009	-1.657591258791574E+001	-2.437611946901161E+001	-3.144375977743919E+001	-2.911183685053659E+000	
1.422888977955912E+009	-1.644967245223872E+001	-2.481758827456675E+001	-3.203051458470005E+001	-2.902041336186723E+000	
1.426896693386774E+009	-1.632319591838912E+001	-2.525575422398345E+001	-3.254972220833150E+001	-2.856805957594116E+000	
1.430904408817635E+009	-1.618221782545959E+001	-2.562261363218953E+001	-3.293310702673345E+001	-2.786225527203015E+000	
1.434912124248497E+009	-1.605333051920790E+001	-2.592963707774897E+001	-3.317063072450699E+001	-2.706256046663683E+000	
1.438919839679359E+009	-1.593602371445574E+001	-2.615416389763049E+001	-3.327065440202625E+001	-2.627997635772127E+000	
1.442927555110220E+009	-1.577307900118391E+001	-2.630747877688330E+001	-3.320786328099564E+001	-2.563598526303119E+000	
1.446935270541082E+009	-1.564471810890847E+001	-2.638341243521080E+001	-3.303380672931613E+001	-2.514041526795576E+000	
1.450942985971944E+009	-1.554152082037556E+001	-2.640761002907809E+001	-3.275858365867403E+001	-2.481341559811513E+000	
1.454950701402806E+009	-1.541802848838243E+001	-2.636054015850282E+001	-3.242720956820226E+001	-2.460842466637192E+000	
1.458958416833667E+009	-1.532140561056875E+001	-2.626337270467489E+001	-3.203920531372589E+001	-2.453892016762514E+000	
1.462966132264529E+009	-1.523677047502601E+001	-2.613257338146585E+001	-3.163811467651658E+001	-2.454312078162218E+000	
1.466973847695391E+009	-1.515397493633186E+001	-2.595848807946894E+001	-3.122591856446622E+001	-2.464470945272544E+000	
1.470981563126253E+009	-1.507053218777035E+001	-2.575153801617624E+001	-3.082697963919474E+001	-2.477726488424140E+000	
1.474989278557114E+009	-1.498283440445433E+001	-2.551281259356101E+001	-3.045492264929435E+001	-2.490789270734735E+000	
1.478996993987976E+009	-1.489771231785458E+001	-2.526504425801174E+001	-3.014795225242745E+001	-2.506509437379600E+000	
1.483004709418838E+009	-1.480224767270508E+001	-2.502007841214914E+001	-2.993568002499054E+001	-2.518665439942335E+000	
1.487012424849700E+009	-1.470366980732369E+001	-2.479333227933471E+001	-2.984970529394347E+001	-2.525992269995818E+000	
1.491020140280561E+009	-1.459494943649714E+001	-2.461803057000288E+001	-2.991276301508350E+001	-2.525094513797361E+000	
1.495027855711423E+009	-1.448304657322098E+001	-2.453016457125471E+001	-3.011588971485753E+001	-2.510795081324174E+000	
1.499035571142285E+009	-1.436802472818918E+001	-2.453174333898877E+001	-3.045959497862014E+001	-2.477734773895333E+000	
1.503043286573146E+009	-1.424811553297479E+001	-2.464902069173879E+001	-3.091395948771541E+001	-2.426527490430511E+000	
1.507051002004008E+009	-1.412222198148889E+001	-2.485484937741534E+001	-3.142514168552046E+001	-2.360422304996431E+000	
1.511058717434870E+009	-1.399343806450688E+001	-2.514015558303733E+001	-3.193935914697075E+001	-2.284415775771262E+000	
1.515066432865732E+009	-1.386217558213469E+001	-2.544608833437863E+001	-3.239079808216387E+001	-2.206270669314347E+000	
1.519074148296593E+009	-1.373089015878217E+001	-2.573452436490899E+001	-3.273544638368128E+001	-2.132681197631812E+000	
1.523081863727455E+009	-1.360151858874156E+001	-2.598154230374169E+001	-3.292629936793782E+001	-2.068052225218137E+000	
1.527089579158317E+009	-1.347662454349953E+001	-2.615163367710401E+001	-3.294273533677583E+001	-2.020437648954704E+000	
1.531097294589178E+009	-1.335866020695142E+001	-2.624295369658183E+001	-3.278065213774804E+001	-1.988046661051949E+000	
1.535105010020040E+009	-1.324971215321751E+001	-2.624407892510561E+001	-3.247217386513429E+001	-1.974883129364900E+000	
1.539112725450902E+009	-1.315021823895490E+001	-2.616584656943407E+001	-3.204236652405740E+001	-1.979670148669118E+000	
1.543120440881764E+009	-1.306068175258830E+001	-2.599637947415994E+001	-3.151396440928418E+001	-2.001202348224322E+000	
1.547128156312625E+009	-1.298268559040409E+001	-2.575954256933601E+001	-3.090732284847340E+001	-2.037637288182117E+000	
1.551135871743487E+009	-1.291531474851468E+001	-2.547207994468303E+001	-3.026234416010789E+001	-2.089479787599462E+000	
1.555143587174349E+009	-1.285478284345517E+001	-2.513374224721398E+001	-2.959582532701290E+001	-2.154248695654469E+000	
1.559151302605211E+009	-1.278973216545423E+001	-2.475751013965803E+001	-2.892697623271967E+001	-2.229693341659152E+000	
1.563159018036072E+009	-1.274625829209251E+001	-2.435383878785067E+001	-2.830027371824416E+001	-2.318657764103849E+000	
1.567166733466934E+009	-1.270209070603636E+001	-2.395157460479205E+001	-2.774107650661820E+001	-2.424347067166592E+000	
1.571174448897796E+009	-1.266245184060729E+001	-2.356260105309857E+001	-2.729269773309701E+001	-2.540791961959016E+000	
1.575182164328657E+009	-1.262048046030380E+001	-2.319937738906464E+001	-2.697725269999062E+001	-2.668421006825081E+000	
1.579189879759519E+009	-1.257321971701559E+001	-2.289738630095880E+001	-2.682390872365278E+001	-2.798391550317905E+000	
1.583197595190381E+009	-1.252174086641466E+001	-2.267498764304238E+001	-2.685555512673431E+001	-2.921234708147507E+000	
1.587205310621243E+009	-1.246316272922609E+001	-2.255318664059783E+001	-2.705848113032025E+001	-3.022027288723830E+000	
1.591213026052104E+009	-1.239069075655015E+001	-2.255415269133108E+001	-2.741318949106159E+001	-3.098600391416872E+000	
1.595220741482966E+009	-1.230784867361751E+001	-2.269750151843558E+001	-2.788578708269483E+001	-3.150776573159071E+000	
1.599228456913828E+009	-1.221019798326990E+001	-2.293793316403932E+001	-2.840367082292311E+001	-3.173796029021792E+000	
1.603236172344689E+009	-1.210406344793309E+001	-2.323414461800244E+001	-2.890045777025580E+001	-3.175631486351669E+000	
1.607243887775551E+009	-1.199742743658466E+001	-2.355066890573378E+001	-2.932023291301133E+001	-3.173918948706988E+000	
1.611251603206413E+009	-1.189264839216637E+001	-2.384442530149021E+001	-2.962584752930893E+001	-3.177454478127348E+000	
1.615259318637275E+009	-1.179005132613261E+001	-2.407014492840708E+001	-2.977852869722136E+001	-3.188911908959003E+000	
1.619267034068137E+009	-1.168880637864217E+001	-2.420725363857024E+001	-2.976763588167580E+001	-3.212102022098210E+000	
1.623274749498998E+009	-1.159079916905000E+001	-2.425366970084696E+001	-2.960168404157220E+001	-3.254107217915631E+000	
1.627282464929860E+009	-1.149905278816401E+001	-2.421551829283373E+001	-2.929411227968180E+001	-3.325174342051145E+000	
1.631290180360722E+009	-1.141504251666643E+001	-2.409077012480674E+001	-2.888060265860516E+001	-3.423790356276976E+000	
1.635297895791583E+009	-1.133812887892216E+001	-2.389370114337326E+001	-2.837946324996982E+001	-3.557019968615804E+000	
1.639305611222445E+009	-1.127475328335774E+001	-2.363482712940719E+001	-2.781878212005812E+001	-3.721813727004765E+000	
1.643313326653307E+009	-1.122251709784189E+001	-2.332926787935054E+001	-2.723566447005788E+001	-3.921396855999717E+000	
1.647321042084168E+009	-1.118041101332005E+001	-2.300233908563365E+001	-2.665015301181693E+001	-4.167995038627033E+000	
1.651328757515030E+009	-1.115051981187627E+001	-2.267021967989298E+001	-2.609586056398169E+001	-4.467897669914919E+000	
1.655336472945892E+009	-1.114100892644396E+001	-2.233726863430929E+001	-2.560031639488160E+001	-4.823550949001135E+000	
1.659344188376754E+009	-1.112947260408394E+001	-2.202579790726381E+001	-2.519269598015375E+001	-5.239633285683013E+000	
1.663351903807615E+009	-1.112504441398232E+001	-2.176656128306209E+001	-2.491172838717827E+001	-5.725340836335114E+000	
1.667359619238477E+009	-1.112747714484431E+001	-2.157002545197812E+001	-2.477157217453215E+001	-6.272790703402355E+000	
1.671367334669339E+009	-1.112951529991967E+001	-2.144040838542224E+001	-2.476408944407000E+001	-6.861675327301962E+000	
1.675375050100200E+009	-1.113806325192158E+001	-2.141967258433157E+001	-2.491855195194417E+001	-7.475310935457927E+000	
1.679382765531062E+009	-1.114346811822345E+001	-2.151801247704683E+001	-2.520737989933959E+001	-8.065711815325617E+000	
1.683390480961924E+009	-1.113730377036433E+001	-2.180416027690242E+001	-2.569283185689164E+001	-8.591619938138688E+000	
1.687398196392786E+009	-1.113915353625743E+001	-2.225215264696642E+001	-2.631336095218695E+001	-8.916241345659676E+000	
1.691405911823647E+009	-1.113004074314469E+001	-2.282830212908356E+001	-2.703074841834326E+001	-8.978967226848143E+000	
1.695413627254509E+009	-1.111614984301526E+001	-2.354873599830135E+001	-2.786086269966521E+001	-8.786542242060740E+000	
1.699421342685371E+009	-1.110561709995157E+001	-2.436865028122861E+001	-2.877371846405111E+001	-8.368435410757419E+000	
1.703429058116233E+009	-1.109108229281742E+001	-2.527713331979647E+001	-2.975669915852743E+001	-7.796448379417450E+000	
1.707436773547094E+009	-1.107147372030965E+001	-2.621851398731556E+001	-3.076786840281898E+001	-7.166278810463399E+000	
1.711444488977956E+009	-1.104887828048072E+001	-2.724379848967069E+001	-3.181123956294267E+001	-6.535982780473504E+000	
1.715452204408818E+009	-1.102483273222247E+001	-2.823445651403511E+001	-3.279560972950888E+001	-5.943050124916383E+000	
1.719459919839680E+009	-1.100337118029061E+001	-2.925902551592182E+001	-3.374708169356351E+001	-5.413297636998944E+000	
1.723467635270541E+009	-1.097758120992236E+001	-3.021983078443693E+001	-3.458693447598292E+001	-4.941065113753252E+000	
1.727475350701403E+009	-1.095386100750461E+001	-3.108634493222823E+001	-3.531870732966793E+001	-4.537479818607291E+000	
1.731483066132265E+009	-1.093950725287087E+001	-3.184777734934788E+001	-3.587876618557274E+001	-4.188698564435810E+000	
1.735490781563126E+009	-1.093185638623099E+001	-3.227230417129374E+001	-3.608215175472301E+001	-3.883652099286739E+000	
1.739498496993988E+009	-1.094184559682508E+001	-3.235180680974449E+001	-3.592133353812668E+001	-3.620273075791484E+000	
1.743506212424850E+009	-1.097457950724292E+001	-3.195649085930820E+001	-3.525887392087394E+001	-3.391332428498263E+000	
1.747513927855712E+009	-1.102622718797244E+001	-3.129288294477813E+001	-3.434385465667997E+001	-3.192109604378359E+000	
1.751521643286573E+009	-1.109967113864882E+001	-3.036679711371883E+001	-3.316685338939808E+001	-3.012249076704451E+000	
1.755529358717435E+009	-1.118912073256995E+001	-2.955056756159556E+001	-3.210342520216427E+001	-2.855930178378166E+000	
1.759537074148297E+009	-1.129545025358285E+001	-2.886249526239944E+001	-3.118727251190462E+001	-2.713586077886354E+000	
1.763544789579158E+009	-1.142061393309072E+001	-2.826368944944175E+001	-3.039558635304242E+001	-2.581276118375798E+000	
1.767552505010020E+009	-1.156042244044037E+001	-2.776897620002450E+001	-2.972771216170650E+001	-2.454063192872255E+000	
1.771560220440882E+009	-1.171619256227457E+001	-2.729378162628421E+001	-2.911370275815094E+001	-2.331024328756638E+000	
1.775567935871743E+009	-1.187622464665604E+001	-2.688280269283234E+001	-2.863152410329010E+001	-2.207738594335773E+000	
1.779575651302605E+009	-1.204082250210439E+001	-2.654799897072870E+001	-2.826454308740144E+001	-2.084472644350202E+000	
1.783583366733467E+009	-1.221143577025897E+001	-2.623642308700801E+001	-2.798089456730453E+001	-1.960063126501194E+000	
1.787591082164329E+009	-1.238704280848926E+001	-2.596827034119897E+001	-2.778424860471921E+001	-1.840021313463213E+000	
1.791598797595191E+009	-1.257309876977792E+001	-2.571706523225697E+001	-2.763752681541509E+001	-1.720084048520438E+000	
1.795606513026052E+009	-1.277728279973120E+001	-2.549753692399854E+001	-2.752730993074954E+001	-1.608605382319641E+000	
1.799614228456914E+009	-1.297528918984704E+001	-2.535066724061463E+001	-2.748626493192409E+001	-1.506410032917447E+000	
1.803621943887776E+009	-1.315861136146674E+001	-2.527500844536848E+001	-2.748040453015420E+001	-1.413645336608351E+000	
1.807629659318637E+009	-1.335415442074927E+001	-2.514974939363771E+001	-2.738082283310084E+001	-1.332547612582779E+000	
1.811637374749499E+009	-1.354893764962544E+001	-2.501811734372938E+001	-2.722881906699514E+001	-1.263303562640003E+000	
1.815645090180361E+009	-1.371244435124194E+001	-2.494670559133049E+001	-2.709988698139685E+001	-1.207063434437555E+000	
1.819652805611223E+009	-1.384900065032133E+001	-2.490696200138802E+001	-2.695826172234032E+001	-1.160932602577020E+000	
1.823660521042084E+009	-1.396344749881820E+001	-2.483334425929353E+001	-2.674588800173807E+001	-1.124758185132853E+000	
1.827668236472946E+009	-1.406564428045239E+001	-2.473753727262106E+001	-2.648190857707999E+001	-1.100270724609245E+000	
1.831675951903808E+009	-1.411789445673819E+001	-2.464757623634408E+001	-2.620671100956314E+001	-1.085522901473143E+000	
1.835683667334669E+009	-1.412733227596963E+001	-2.453910810317870E+001	-2.590588824416742E+001	-1.078335843640595E+000	
1.839691382765531E+009	-1.412599841009483E+001	-2.443053254959573E+001	-2.558413943100117E+001	-1.078462369613136E+000	
1.843699098196393E+009	-1.410183509053840E+001	-2.430905621267367E+001	-2.523938555328543E+001	-1.083610049103776E+000	
