# Version 1.00
#
freq[Hz]	Trc4_S21[dB]	Trc7_S21[°]	
5.318883771304463E+008	-1.983329482361322E+001	4.636514208429072E+000	
5.421093658080070E+008	-2.018922902577947E+001	6.225328615556427E+000	
5.525267652627883E+008	-2.019723143149383E+001	8.342067202888522E+000	
5.631443498061241E+008	-2.000910490135471E+001	1.030822242365228E+001	
5.739659662780874E+008	-1.960488642967371E+001	1.208598539703887E+001	
5.849955354412329E+008	-1.903155996206887E+001	1.254038569505502E+001	
5.962370534011225E+008	-1.830093103096527E+001	9.711827179007615E+000	
6.076945930541471E+008	-1.839951752277369E+001	4.713697083547010E+000	
6.193723055631722E+008	-1.866713474670529E+001	3.938303482774375E+000	
6.312744218615384E+008	-1.891911524911670E+001	3.687142839539522E+000	
6.434052541859644E+008	-1.896400188177045E+001	6.516707070773612E+000	
6.557691976389061E+008	-1.788970736286546E+001	9.661212766855357E+000	
6.683707317809401E+008	-1.640677899000669E+001	3.970256570708219E+000	
6.812144222537450E+008	-1.582748591818909E+001	-6.226069102532727E+000	
6.943049224342724E+008	-1.608288668636917E+001	-1.387614042616688E+001	
7.076469751207047E+008	-1.657627032355549E+001	-2.023136900266825E+001	
7.212454142508098E+008	-1.720621489722348E+001	-2.345570972626307E+001	
7.351051666533184E+008	-1.774653240459951E+001	-2.701278017960991E+001	
7.492312538329547E+008	-1.846708359736364E+001	-2.957843617119758E+001	
7.636287937897699E+008	-1.895876014226571E+001	-3.114189138033568E+001	
7.783030028734371E+008	-1.947814626121729E+001	-3.164537392965627E+001	
7.932591976731777E+008	-1.995324549227463E+001	-2.991564028414978E+001	
8.085027969440074E+008	-2.009228006098089E+001	-2.655308643103746E+001	
8.240393235699956E+008	-1.962497285942693E+001	-2.251821658951570E+001	
8.398744065652536E+008	-1.907855989529597E+001	-2.686389323580960E+001	
8.560137831133732E+008	-1.917605864039227E+001	-3.057391748849430E+001	
8.724633006460563E+008	-1.915035255328646E+001	-3.309693683698703E+001	
8.892289189616894E+008	-1.919900232846921E+001	-3.477141189446039E+001	
9.063167123846277E+008	-1.919979436657005E+001	-3.515634418280032E+001	
9.237328719659743E+008	-1.878761302596931E+001	-3.544217242991849E+001	
9.414837077266500E+008	-1.848644161713078E+001	-4.172034703990185E+001	
9.595756509435666E+008	-1.871453063855354E+001	-4.675403934311785E+001	
9.780152564797330E+008	-1.868962066830361E+001	-5.223350813253606E+001	
9.968092051591368E+008	-1.905325041056733E+001	-5.630701225622371E+001	
1.015964306187263E+009	-1.918121224817493E+001	-5.907513151999770E+001	
1.035487499618127E+009	-1.986900203490245E+001	-6.322390892153296E+001	
1.055385858868712E+009	-2.045886138875173E+001	-6.651470739574948E+001	
1.075666593281732E+009	-2.075551364651765E+001	-6.849412757748958E+001	
1.096337050737633E+009	-2.094957844635544E+001	-6.997769364048537E+001	
1.117404720316792E+009	-2.154346688543764E+001	-7.220714075661782E+001	
1.138877235012878E+009	-2.251123405383323E+001	-7.217099288087439E+001	
1.160762374498344E+009	-2.252739645567570E+001	-6.924826981514414E+001	
1.183068067943073E+009	-2.072651530334153E+001	-6.559687461197009E+001	
1.205802396887178E+009	-1.964670858042418E+001	-7.051965164578161E+001	
1.228973598169016E+009	-2.058801912282199E+001	-7.954920732600299E+001	
1.252590066909460E+009	-2.122591255023348E+001	-8.476672013758591E+001	
1.276660359553525E+009	-2.102617267045613E+001	-9.647000248952136E+001	
1.301193196970438E+009	-2.109294487120401E+001	-1.087812418269490E+002	
1.326197467613284E+009	-2.130873599948913E+001	-1.009328894825678E+002	
1.351682230739365E+009	-2.182185180094201E+001	-1.000924627950803E+002	
1.377656719692446E+009	-2.161716096039734E+001	-1.108679020638303E+002	
1.404130345248074E+009	-2.214301026023769E+001	-1.244786826811502E+002	
1.431112699023178E+009	-2.370015311878387E+001	-1.223174898882927E+002	
1.458613556951198E+009	-2.429146175440297E+001	-1.179117272200992E+002	
1.486642882823980E+009	-2.444696674568627E+001	-1.183316830442860E+002	
1.515210831901750E+009	-2.464345126749119E+001	-1.152320591090256E+002	
1.544327754592442E+009	-2.362501739179730E+001	-1.107090001159586E+002	
1.574004200201745E+009	-2.230706939536008E+001	-1.208924453967681E+002	
1.604250920755199E+009	-2.289323047803627E+001	-1.277400835682380E+002	
1.635078874893750E+009	-2.161456675448613E+001	-1.277723324570675E+002	
1.666499231844150E+009	-2.107531118648673E+001	-1.475537503900421E+002	
1.698523375465670E+009	-2.345912357617953E+001	-1.574339941259945E+002	
1.731162908374563E+009	-2.430667819777392E+001	-1.430818036740063E+002	
1.764429656147789E+009	-2.239358365172343E+001	-1.503831750757241E+002	
1.798335671607525E+009	-2.336782546621209E+001	-1.628485505546965E+002	
1.832893239187999E+009	-2.517743217008169E+001	-1.588744482438912E+002	
1.868114879386246E+009	-2.430649753592105E+001	-1.516157129030347E+002	
1.904013353298389E+009	-2.319164285844342E+001	-1.520907802222905E+002	
1.940601667243092E+009	-2.327710666891185E+001	-1.634221988051122E+002	
1.977893077473857E+009	-2.376425532182685E+001	-1.698899630890030E+002	
2.015901094981876E+009	-2.439044921607689E+001	-1.586134038191163E+002	
2.054639490391179E+009	-2.319987031699639E+001	-1.632827548582737E+002	
2.094122298947846E+009	-2.183492991695067E+001	-1.657801939052106E+002	
2.134363825605090E+009	-2.251899770299319E+001	-1.693123416056138E+002	
2.175378650206070E+009	-2.118898749768406E+001	-1.791720774683741E+002	
2.217181632766282E+009	-2.090063456137370E+001	-1.757200889336473E+002	
2.259787918857474E+009	-1.995168739963445E+001	1.708483401720542E+002	
2.303212945095011E+009	-1.968652808145847E+001	1.580721154535345E+002	
2.347472444730691E+009	-2.170214604386783E+001	1.607746954299414E+002	
2.392582453353034E+009	-2.015807160192767E+001	1.650315356933436E+002	
2.438559314697109E+009	-1.739117242838421E+001	1.622866155118238E+002	
2.485419686566011E+009	-1.544810799924100E+001	1.421217608284772E+002	
2.533180546866117E+009	-1.456194267173762E+001	1.258541294846475E+002	
2.581859199758330E+009	-1.386788464161672E+001	1.052919428398814E+002	
2.631473281927518E+009	-1.388117047749785E+001	8.577150460438055E+001	
2.682040768972433E+009	-1.505526732813317E+001	6.397889688432603E+001	
2.733579981918423E+009	-1.605605494458866E+001	6.315400822884395E+001	
2.786109593855295E+009	-1.410944729725415E+001	4.566913982754418E+001	
2.839648636702727E+009	-1.517822328372311E+001	2.126693709425300E+001	
2.894216508105698E+009	-1.665380412032426E+001	-6.601574858136410E+000	
2.949832978462415E+009	-2.315915911411747E+001	-1.605631806538418E+001	
3.006518198087293E+009	-2.481013753976949E+001	2.410090569995660E+001	
3.064292704511588E+009	-2.049019759401669E+001	2.050370759580411E+001	
3.123177429924310E+009	-2.033970373783984E+001	7.035101735664508E+000	
3.183193708756138E+009	-2.171967449234693E+001	-8.252474848274872E+000	
3.244363285409060E+009	-2.354571983669188E+001	1.462563856021459E+001	
3.306708322134551E+009	-1.841444880959248E+001	1.369958673926367E+001	
3.370251407063147E+009	-1.848813478389847E+001	1.942519828165092E+000	
3.435015562388310E+009	-1.748448958299359E+001	-4.615424073155104E+000	
3.501024252707567E+009	-1.495847644919319E+001	-2.134334703979753E+001	
3.568301393523926E+009	-1.672515954142656E+001	-3.393721198119126E+001	
3.636871359910665E+009	-1.686809985436135E+001	-3.420030529896259E+001	
3.706758995342629E+009	-1.427107874242548E+001	-5.178666888165085E+001	
3.777989620697226E+009	-1.588296275777309E+001	-7.480032564101661E+001	
3.850589043428393E+009	-1.934963860371389E+001	-7.726147762443331E+001	
3.924583566916860E+009	-1.855391774450686E+001	-7.425600658581094E+001	
4.000000000000000E+009	-1.918927957087382E+001	-8.138142277573249E+001	
