time v(/en) v(/clk) v(/rstb) v(/word) v(/net066) v(/en_out) v(/W0) v(/W1) v(/W2) v(/W3) v(/W4) v(/W5) v(/W6) v(/W7)
5.39604519256791e-06 2.50000000000843 2.5000000000027 1.98022596228105 8.55312060323813e-14 4.76792173816081e-06 4.73043291857455e-06 4.71753560659055e-06 4.71780686348977e-06 4.71780559602523e-06 4.71780574532154e-06 4.71780586598827e-06 4.71780595652479e-06 4.71780601361338e-06 4.71796136124224e-06
5.5e-06 2.49999999999156 2.49999999999722 2.49999999951439 -8.60160659022437e-14 4.2315276213638e-06 4.25911174437699e-06 4.27438828193381e-06 4.27416007794146e-06 4.27416126557689e-06 4.27416110779746e-06 4.27416098038012e-06 4.27416088484663e-06 4.27416082430973e-06 4.27401148917471e-06
5.51511008677047e-06 2.49999999999999 2.49999999999995 2.5000000000002 -7.34939793981043e-16 4.65028564619282e-08 4.39074493035723e-08 4.74423015506982e-08 4.74640212485616e-08 4.74639846363655e-08 4.74639806268164e-08 4.74639774502133e-08 4.74639751005753e-08 4.74639734865963e-08 4.74667151073475e-08
5.5453302603114e-06 2.5 2.49999999999997 2.49999999999972 6.43687244478941e-16 3.51048011420171e-08 2.77917216123397e-08 2.6975118978908e-08 2.69968149562474e-08 2.69967730521868e-08 2.69967680553921e-08 2.69967640674255e-08 2.69967611094384e-08 2.69967590740064e-08 2.69998586503982e-08
5.57329167612522e-06 2.49999999999999 2.49999999999995 2.5000000000002 -7.37070353547631e-16 4.47055804143534e-08 4.20851938813386e-08 4.55938895544544e-08 4.56145474659083e-08 4.56145122373676e-08 4.56145093841083e-08 4.56145071324017e-08 4.56145054769622e-08 4.5614504324684e-08 4.56172501859243e-08
5.62921450775286e-06 2.5 2.49999999999997 2.49999999999972 6.4548797730208e-16 3.2983153580829e-08 2.56883008416177e-08 2.48905218718772e-08 2.4913020348559e-08 2.4912977386721e-08 2.49129715192954e-08 2.49129668345559e-08 2.49129633539132e-08 2.49129609706066e-08 2.49160581114797e-08
5.74106017100814e-06 2.49999999999999 2.49999999999995 2.5000000000002 -7.37940121408313e-16 4.1223315184528e-08 3.85923447546943e-08 4.20896415214637e-08 4.21099253294897e-08 4.21098905925916e-08 4.21098881603297e-08 4.2109886245589e-08 4.21098848426134e-08 4.21098838586435e-08 4.21126328361426e-08
5.96475149751869e-06 2.5 2.49999999999997 2.49999999999972 6.46035337761096e-16 2.8184722857252e-08 2.08928261604327e-08 2.00980592972801e-08 2.01207601441319e-08 2.01207169060958e-08 2.01207108274736e-08 2.01207059738984e-08 2.01207023666322e-08 2.01206998989068e-08 2.01237980072874e-08
6.41213415053979e-06 2.49999999999999 2.49999999999995 2.5000000000002 -7.38062809529049e-16 3.5677844153988e-08 3.30421643777873e-08 3.65347742014477e-08 3.65549827355625e-08 3.65549480902941e-08 3.65549457577015e-08 3.65549439227361e-08 3.65549425795846e-08 3.65549416354681e-08 3.65576935544706e-08
7.16915437889976e-06 2.5 2.49999999999997 2.49999999999972 6.46328514520983e-16 2.32802868120458e-08 1.59867315951442e-08 1.51910908700209e-08 1.52138608798943e-08 1.52138175399163e-08 1.5213811402695e-08 1.52138065021997e-08 1.52138028598446e-08 1.52138003686872e-08 1.52169009334642e-08
8.2160727141447e-06 2.49999999999999 2.49999999999995 2.5000000000002 -7.37917433032376e-16 3.24872063131778e-08 2.98474666821989e-08 3.33371305480936e-08 3.3357327215852e-08 3.33572925770014e-08 3.33572902752886e-08 3.33572884651254e-08 3.33572871405382e-08 3.3357286208784e-08 3.33600409628237e-08
9.10803635707235e-06 2.5 2.49999999999997 2.49999999999972 6.46671781702907e-16 2.1724150779616e-08 1.44282952413104e-08 1.36316149638087e-08 1.36544299749423e-08 1.36543865669779e-08 1.3654380394668e-08 1.3654375466145e-08 1.36543718027858e-08 1.36543692976326e-08 1.36574719430443e-08
1e-05 2.49999999999999 2.49999999999995 2.5000000000002 -7.37811465377549e-16 3.16613483405304e-08 2.90182087423373e-08 3.25055797323165e-08 3.25257590944977e-08 3.25257244722711e-08 3.25257222020658e-08 3.25257204171187e-08 3.25257191114731e-08 3.2525718192292e-08 3.25284749591483e-08
1.0003125e-05 2.49999999999998 2.34375000228033 2.49999999999947 -1.32821739199587e-14 -1.7128316331244e-05 -1.70896981843848e-05 -1.7043187283544e-05 -1.70431860547496e-05 -1.70431860958147e-05 -1.70431861012317e-05 -1.70431861055444e-05 -1.70431861087456e-05 -1.70431861109347e-05 -1.70431830911358e-05
1.00080589241777e-05 2.50000000000001 2.0970537933623 2.50000000000057 1.68190666456729e-14 -1.4124612884971e-05 -1.41825379166858e-05 -1.42349334467982e-05 -1.42348374825317e-05 -1.42348375211037e-05 -1.42348375245325e-05 -1.42348375272601e-05 -1.42348375292696e-05 -1.42348375306671e-05 -1.42348348563286e-05
1.00109631653515e-05 2.50000000000009 1.95184173475586 2.5000000000037 9.08424359992293e-14 5.71193708531869e-05 5.6790737192072e-05 5.6438472917309e-05 5.64386931498956e-05 5.64386931486082e-05 5.64386931481311e-05 5.6438693147553e-05 5.64386931473265e-05 5.64386931470134e-05 5.64386928373732e-05
1.00136112147512e-05 2.50000000000057 1.81943926509964 2.50000000002318 5.92006814354984e-13 0.000458398652673738 0.000456361617651905 0.000454205563303661 0.000454207173496574 0.000454207173501669 0.000454207173501324 0.000454207173501202 0.000454207173500756 0.000454207173500792 0.000454207166266821
1.00165460004926e-05 2.50000000000095 1.6726999781743 2.5000000000385 1.01174862022115e-12 0.00147614363265917 0.00147269122238229 0.00146906557867395 0.00146906591314102 0.00146906591312631 0.0014690659131285 0.00146906591312994 0.00146906591313129 0.00146906591313206 0.00146906592723954
1.00198256723397e-05 2.50000000000134 1.50871638591039 2.50000000005416 1.40814674257586e-12 0.00318346804152416 0.00317865110440762 0.003173581253784 0.003173582206794 0.00317358220682171 0.00317358220681849 0.00317358220681643 0.00317358220681423 0.00317358220681312 0.00317358218892644
1.00237877265609e-05 2.50000000000166 1.31061367500824 2.50000000006674 1.75661932127188e-12 0.00587343533668554 0.00586744533452459 0.0058611327223355 0.00586113291432626 0.00586113291428552 0.00586113291428915 0.00586113291429165 0.00586113291429386 0.00586113291429509 0.00586113293592832
1.0024870871626e-05 2.50000000000171 1.25645642186231 2.5000000000693 1.80901423978068e-12 0.00669956831541446 0.00669339392288445 0.00668680626485987 0.00668680655373674 0.0066868065538232 0.00668680655381772 0.00668680655381363 0.00668680655381042 0.00668680655380834 0.00668680652654963
1.00270371617563e-05 2.50000000000183 1.14814191555939 2.50000000007371 1.93134850570037e-12 0.00843563543683919 0.00842903195425629 0.00842200442916946 0.00842200481935962 0.00842200481925178 0.0084220048192565 0.00842200481926004 0.00842200481926318 0.00842200481926494 0.00842200484803869
1.00275877665376e-05 2.50000000000164 1.12061167680333 2.50000000006448 1.75334632027346e-12 0.00885838671078373 0.0088525633658977 0.00884583989698492 0.00884583749579981 0.0088458374957029 0.00884583749563399 0.00884583749557923 0.00884583749553789 0.00884583749551038 0.00884583753555537
1.00278630689283e-05 2.50000000000164 1.10684655741609 2.50000000006996 1.60707987219537e-12 0.00906251515377664 0.00905657153398553 0.0090497434688147 0.00904974354256015 0.00904974354360624 0.00904974354361082 0.00904974354361437 0.00904974354361712 0.00904974354361873 0.00904974336338937
1.00284136737096e-05 2.50000000000158 1.07931631920272 2.50000000005655 1.64022570367397e-12 0.00944621744528036 0.00944083075966687 0.00943398070934288 0.00943397839306884 0.00943397839607627 0.0094339784000508 0.00943397840323119 0.00943397840561623 0.00943397840720639 0.00943397864755059
1.00288907492697e-05 2.50000000000852 1.05546254249651 2.50000000035143 2.78241478098744e-12 0.0105537017401489 0.0105259168619258 0.0104856005235072 0.0104856685349277 0.0104856686487767 0.0104856687364771 0.0104856688066353 0.0104856688592537 0.010485668894332 0.0104856662593692
1.00291207547331e-05 2.50000000002062 1.04396227030171 2.50000000065059 5.56405752858318e-12 0.0118935334522317 0.0118378820459299 0.0117575878868134 0.0117577281150264 0.0117577283086601 0.0117577284727977 0.0117577286041133 0.0117577287025991 0.0117577287682581 0.0117577266074115
1.00292661172626e-05 2.50000000003648 1.03669414451589 2.50000000070376 6.90171197996537e-12 0.0130463987952025 0.0129798458039812 0.0128826387240643 0.0128827721894499 0.0128827726840519 0.0128827731222 0.0128827734727127 0.0128827737355921 0.0128827739108437 0.0128827786393144
1.0029374921377e-05 2.5000000000606 1.03125393914474 2.50000000073736 -6.86500980306779e-12 0.0139801777748433 0.0139119353934488 0.0137826272876313 0.0137827278736314 0.0137827305040862 0.0137827326941316 0.013782734446069 0.0137827357599904 0.0137827366359029 0.013782739036122
1.00294956537331e-05 2.50000000011135 1.02521732134632 2.50000000147023 -2.26294489710102e-11 0.0156505578542814 0.0155383908504593 0.0152822246637446 0.0152824744297033 0.0152824747227193 0.0152824748226339 0.0152824749026256 0.015282474962686 0.0152824750027389 0.0152824449869672
1.00295444841077e-05 2.50000000014234 1.02277580290542 2.50000000187048 1.37351131068033e-11 0.0167111219608174 0.0165566909239904 0.016273020980444 0.0162734418134438 0.0162734382852943 0.0162734351852101 0.016273432705554 0.0162734308459775 0.0162734296063574 0.0162733867544577
1.00295717990704e-05 2.50000000016086 1.021410055078 2.50000000201014 8.25620139845443e-11 0.0174115550884724 0.0172294761827346 0.0169576326964248 0.0169581633103937 0.0169581533989254 0.0169581450398046 0.0169581383535783 0.0169581333393625 0.0169581299967878 0.0169580914751069
1.00295949703774e-05 2.5000000001753 1.02025149028676 2.50000000111051 2.22868288651368e-10 0.0179922669170742 0.0177896584814971 0.0175856590427119 0.0175862603244124 0.0175862400066207 0.0175862231130892 0.0175862095995983 0.0175861994649406 0.0175861927086311 0.0175861701002144
1.00296204740015e-05 2.50000000018636 1.0189763096748 2.50000000152851 3.67501801379403e-10 0.0184150247738241 0.0182255399061112 0.0181894310932909 0.0181901750384711 0.0181901468006049 0.0181901239183838 0.0181901056147016 0.0181900918868889 0.0181900827361575 0.0181901636966016
1.0029647154404e-05 2.50000000018694 1.01764228965348 2.50000000124818 4.36497766673598e-10 0.0185525678230825 0.0184186662631101 0.018592974440568 0.0185932875877911 0.0185932660639376 0.0185932492342963 0.0185932357702126 0.0185932256716526 0.0185932189401044 0.0185934083342122
1.00296813140952e-05 2.50000000016878 1.01593430467669 2.50000000019751 3.70486180772192e-10 0.0183555138493756 0.018315217837532 0.0186650184434233 0.0186647814753431 0.0186647784270683 0.018664776917388 0.0186647757063084 0.0186647747972379 0.0186647741909799 0.0186649698716394
1.00297054898293e-05 2.50000000015247 1.01472551792448 2.49999999742196 2.37507819225942e-10 0.0178387746411144 0.0178956690579473 0.0183250005133661 0.0183241281678704 0.0183241448308635 0.0183241597429325 0.018324171669744 0.0183241806136165 0.0183241865750592 0.0183244164482846
1.00297266799512e-05 2.50000000013319 1.01366601202368 2.49999999745138 -3.4117113360356e-11 0.0169955289990543 0.0171664933259811 0.017644792625665 0.0176432690891316 0.0176433013875074 0.0176433296160346 0.017643352199876 0.0176433691380306 0.0176433804296681 0.0176436665689063
1.00297486599202e-05 2.5000000001135 1.01256701301083 2.49999999658507 -1.53132836886857e-11 0.0159905766950036 0.0162418266010162 0.0167111213698206 0.0167088721093599 0.0167088942149132 0.0167089133824725 0.0167089287145651 0.0167089402143145 0.0167089478753094 0.016709082192963
1.00297808236931e-05 2.50000000007816 1.01095882332646 2.49999999730521 -2.36657520441106e-10 0.0145625692989232 0.01488902801501 0.0152767958575724 0.0152740547404214 0.0152740645969425 0.0152740714467759 0.0152740769212353 0.0152740810273759 0.0152740837604732 0.0152740522350576
1.0029808719116e-05 2.50000000006287 1.00956405110554 2.49999999675584 -2.33767084609008e-10 0.0135263646098853 0.0138790467875352 0.014158399863665 0.0141558871754587 0.0141558926700071 0.0141558948786185 0.014155896645962 0.0141558979716848 0.0141558988593171 0.0141557813499812
1.00298358372184e-05 2.50000000006475 1.00820814568244 2.49999999809898 -3.33752673096702e-10 0.012876954761136 0.0131948772004008 0.0133444903319545 0.0133425790489361 0.0133425824874019 0.0133425829952515 0.0133425834053436 0.0133425837129309 0.0133425839221918 0.0133423414680537
1.00298634065611e-05 2.50000000009555 1.00682967874276 2.49999999827465 -2.11543901677524e-10 0.0126405068669158 0.0128675779916858 0.0128917254300602 0.0128906436275847 0.0128906457707969 0.0128906453476122 0.0128906450119195 0.0128906447601762 0.0128906445943793 0.0128903087802477
1.00299003000331e-05 2.50000000015058 1.00498500642311 2.5000000003734 -1.58555180831497e-10 0.0129334182096228 0.0129781715028674 0.0128775963528449 0.0128777603735293 0.0128777610615692 0.0128777603619491 0.01287775980554 0.0128777593881971 0.0128777591122139 0.0128773967456376
1.00299398188278e-05 2.50000000021351 1.00300906812924 2.50000000062339 6.16620864142572e-11 0.0136279129652151 0.0135145981287029 0.0133729915828464 0.0133741309198419 0.0133741303790839 0.0133741295033313 0.0133741288033086 0.0133741282783117 0.0133741279294254 0.0133739844590718
1.0029969960606e-05 2.50000000023651 1.00150198009108 2.500000001513 5.06409856177947e-11 0.0141434921841934 0.0139745044327946 0.0138616262903869 0.0138630392212156 0.0138630345115339 0.0138630337805419 0.0138630332064043 0.0138630327757802 0.0138630324877868 0.01386308101853
1.00299993898118e-05 2.50000000024483 1.00003051994498 2.5000000005129 1.37040869680417e-10 0.0144385429837455 0.0142862357070305 0.0142298593359534 0.0142311354336927 0.0142311309164506 0.0142311301756963 0.0142311295750874 0.0142311291245824 0.0142311288219834 0.0142313387929927
1.00300312699009e-05 2.50000000022701 0.998436515205813 2.50000000059203 1.67782248332062e-11 0.0144812940793811 0.0143908344001251 0.0144001708293613 0.0144009916643819 0.0144009904676918 0.0144009899237505 0.0144009894766943 0.0144009891413488 0.0144009889155367 0.0144012375027366
1.00300656386116e-05 2.50000000020693 0.996718078849143 2.49999999925915 2.4278412606563e-11 0.0142783149269864 0.0142799479540479 0.0143295726019399 0.0143298116473622 0.0143298100318983 0.0143298094532202 0.014329808995459 0.0143298086522171 0.0143298084208753 0.0143300240692233
1.00301052189177e-05 2.50000000018035 0.994739062784326 2.49999999952944 -1.18396943900185e-10 0.0139579950198597 0.0140330399091576 0.0140941915992643 0.0140939925241229 0.0140939923206005 0.0140939919550894 0.0140939916600659 0.0140939914385953 0.0140939912900593 0.0140940631927004
1.00301391162225e-05 2.5000000001786 0.993044197143645 2.49999999889801 -5.20967706161049e-11 0.0137864679006766 0.0138760094933848 0.013927064551769 0.0139267999403177 0.0139268004673546 0.0139268000653643 0.0139267997439159 0.0139267995029199 0.0139267993422821 0.0139267556662761
1.00301756034971e-05 2.50000000017935 0.991219833530145 2.49999999985773 -1.014718719241e-10 0.0138158035219045 0.0138799856928983 0.0139140998408141 0.0139140902530125 0.0139140911483111 0.0139140909035139 0.0139140907093079 0.0139140905637733 0.0139140904693691 0.0139139378135807
1.00302246189614e-05 2.50000000019378 0.988769060668121 2.49999999962173 4.52506336659397e-11 0.0141290877037497 0.0141210878031928 0.0141565945598837 0.0141569179237049 0.0141569180512576 0.0141569177725437 0.014156917551804 0.0141569173862844 0.0141569172795595 0.0141568035576496
1.00302725347366e-05 2.50000000018651 0.986373272135588 2.5000000003035 6.50388000370426e-12 0.0144562449731999 0.0144236006833374 0.0144973168987731 0.0144978049782018 0.0144978043156457 0.0144978041885493 0.0144978040873268 0.0144978040112801 0.0144978039601567 0.0144978196939167
1.00303142515539e-05 2.50000000017056 0.984287430939725 2.49999999935913 8.1487566068382e-11 0.0145756203477505 0.0145702988584521 0.0146869680276857 0.0146872875869489 0.0146872865405368 0.014687286354791 0.0146872862053051 0.014687286093282 0.0146872860160834 0.0146873880324341
1.00303597210186e-05 2.50000000013263 0.98201395718121 2.49999999953078 -3.29104491426462e-11 0.0144933255728577 0.0145360943669812 0.014685648173618 0.0146856541635605 0.0146856535862349 0.0146856535300741 0.0146856534836867 0.014685653448903 0.0146856534238625 0.014685733037487
1.00303966664975e-05 2.50000000011271 0.980166682796718 2.49999999849906 2.39847364704871e-11 0.0143271914062718 0.0143923106922394 0.0145427157881073 0.0145424945906023 0.0145424943855728 0.0145424942507363 0.0145424941423151 0.0145424940612922 0.0145424940067323 0.0145425056476507
1.00304288445575e-05 2.50000000009229 0.978557779873505 2.4999999985565 -5.22672780383475e-11 0.0141429601882396 0.0141881204279286 0.0143148382685633 0.0143144914880481 0.0143144916118412 0.0143144915684391 0.0143144915342485 0.0143144915091016 0.0143144914934886 0.0143143933469689
1.00304624293804e-05 2.50000000008053 0.976878539039085 2.49999999784845 4.65284459704835e-11 0.0138319136877688 0.0138178104690341 0.0139085597381906 0.0139079903977983 0.0139079902906641 0.013907990214059 0.0139079901537606 0.0139079901082669 0.0139079900799056 0.0139078805408711
1.00304774753062e-05 2.50000000003416 0.976126242981065 2.49999999997551 -4.39157871566029e-11 0.0136067763890995 0.013572374472231 0.0136515785296035 0.013650844525988 0.0136508444156389 0.0136508444829975 0.0136508445370895 0.0136508445766302 0.0136508446058245 0.0136508325715874
1.0030488237924e-05 2.49999999999222 0.975588111887491 2.49999999925624 3.55923643632371e-11 0.0134227449094098 0.0133803627318992 0.0134517247310571 0.013450900763793 0.0134509005026128 0.0134509004603391 0.0134509004262835 0.0134509003998445 0.0134509003837216 0.0134509419362216
1.00305005884003e-05 2.49999999989267 0.974970587983268 2.50000000073937 -7.49956853606304e-11 0.0131898547503316 0.0131489257224737 0.0132106365664887 0.0132097472974582 0.0132097472672722 0.0132097473297014 0.0132097473784056 0.0132097474140836 0.0132097474380509 0.0132098430451581
1.00305128904257e-05 2.49999999976027 0.974355486439931 2.49999999965845 4.24060430585535e-12 0.0129562680614638 0.0129184813260006 0.0129689177660399 0.0129679928631223 0.0129679929030599 0.0129679928649634 0.01296799283315 0.0129679928089166 0.0129679927916383 0.0129681041908025
1.00305237534599e-05 2.49999999956996 0.973812334540425 2.50000000063644 -1.1135208103264e-10 0.0127519383754864 0.0127179578058372 0.0127573666578644 0.0127564312124338 0.0127564315463104 0.0127564315875541 0.0127564316189348 0.0127564316421699 0.0127564316559903 0.0127565448679857
1.00305384349744e-05 2.4999999993403 0.973078258571127 2.49999999878189 -2.51212842917538e-11 0.0124991990324173 0.0124629358974916 0.0124858871876643 0.0124849676949779 0.0124849681834146 0.0124849681387937 0.0124849681021703 0.0124849680748409 0.0124849680545607 0.0124850501456236
1.00305453771845e-05 2.4999999992463 0.972731148086403 2.49999999759741 -1.2330010801411e-10 0.0124010335629028 0.0123536317702049 0.0123679518195381 0.0123672122354868 0.0123672128979426 0.0123672129453364 0.0123672129822995 0.0123672130100362 0.0123672130262075 0.0123672628594019
1.00305525766833e-05 2.49999999918058 0.97237117302644 2.49999999429665 -3.09326773862458e-11 0.0123156980839137 0.012250272001578 0.0122549184119123 0.0122541258689909 0.0122541265216751 0.0122541264518556 0.0122541263955262 0.0122541263535759 0.0122541263233896 0.0122541424729615
1.00305600625682e-05 2.49999999910039 0.971996878586832 2.49999999557964 -1.4755806156562e-10 0.0122199885579083 0.0121429198198697 0.0121390200878739 0.0121382278841053 0.0121382287224129 0.0121382287217218 0.0121382287205958 0.0121382287198412 0.0121382287182198 0.0121382445881717
1.00305673609291e-05 2.49999999907745 0.971631960601138 2.49999999513129 -3.53135654629453e-11 0.012123019763962 0.0120387850888732 0.0120288661931713 0.0120281151314622 0.0120281159401956 0.012028115898137 0.0120281158649446 0.0120281158403974 0.012028115823831 0.0120281296011375
1.00305757565206e-05 2.49999999903932 0.97121218087617 2.49999999740929 -1.46213554585731e-10 0.0120071304056236 0.0119188798381038 0.0119048767944944 0.0119041990474652 0.0119041998879232 0.0119041999082077 0.0119041999251658 0.0119041999379844 0.0119041999466508 0.0119042082795186
1.00305849316861e-05 2.49999999906232 0.970753422740885 2.49999999696158 -2.45782172583096e-11 0.0118862490628407 0.0117934501173414 0.0117767120962954 0.0117761240272037 0.0117761247250008 0.011776124699526 0.0117761246807792 0.0117761246670585 0.0117761246579202 0.0117761110356152
1.00305958993765e-05 2.4999999990787 0.970205038086997 2.49999999871167 -1.32732611920936e-10 0.0117545989154943 0.01165558165676 0.0116360941710421 0.0116356152711122 0.011635615927086 0.0116356159455175 0.0116356159614688 0.0116356159734783 0.0116356159811084 0.0116355704817896
1.00306090508214e-05 2.49999999916786 0.969547466032614 2.49999999790569 -5.36244743070828e-12 0.0116176746234592 0.0115110940800835 0.0114881533434359 0.0114878051484065 0.0114878056671044 0.0114878056418164 0.0114878056229024 0.0114878056089877 0.0114878055996298 0.0114877275694256
1.00306257143178e-05 2.49999999924915 0.968714291145178 2.49999999938405 -1.06372518899315e-10 0.0114681115501594 0.0113590418923133 0.0113321907612506 0.011332016384218 0.0113320168627473 0.0113320168810578 0.0113320168961688 0.0113320169074636 0.0113320169155372 0.0113319209422884
1.00306469663717e-05 2.49999999937366 0.967651688753979 2.49999999833804 3.16530977359804e-11 0.011302587087337 0.0112030772167586 0.0111749206533094 0.0111749425063513 0.0111749427594211 0.0111749427360779 0.0111749427182423 0.0111749427050623 0.0111749426976503 0.0111748568129746
1.0030676402738e-05 2.49999999947383 0.966179870443517 2.49999999987314 -6.26664071675157e-11 0.0110948517575963 0.0110202217924231 0.0109996713735149 0.0109998417028772 0.0109998416638238 0.0109998416870171 0.01099984170597 0.0109998417200721 0.0109998417305741 0.0109998050898006
1.00307201566466e-05 2.49999999965048 0.963992175211711 2.49999999878219 6.5518760378982e-11 0.0107806836650505 0.0107520971215739 0.0107528801893838 0.0107530758772914 0.0107530753817045 0.0107530753610758 0.0107530753447874 0.0107530753327127 0.0107530753245122 0.0107531038115428
1.00307566779369e-05 2.49999999973221 0.962166110373737 2.50000000000423 -6.19782109162411e-11 0.0104802214106392 0.0104950311907827 0.010513325335337 0.0105134536598282 0.0105134531901579 0.0105134532164804 0.0105134532365973 0.010513453251549 0.010513453260671 0.0105135064937012
1.00307989984424e-05 2.49999999983336 0.9600500849832 2.49999999870664 3.68839954715704e-11 0.010107202545762 0.0101636927977101 0.0101916167039658 0.0101916532641843 0.010191652988178 0.0101916529718861 0.0101916529583286 0.0101916529483097 0.0101916529409564 0.0101916889289002
1.00308459187023e-05 2.49999999987512 0.957704071592117 2.49999999999851 -9.27982750082638e-11 0.00973900966039264 0.00981692055510181 0.00984017876298371 0.00984017870644528 0.00984017883092644 0.00984017885883929 0.00984017888064477 0.00984017889685602 0.00984017890749889 0.009840171636008
1.00309029135236e-05 2.4999999999491 0.954854330644239 2.49999999895872 3.3083951583113e-11 0.00944230576542939 0.00951158769701342 0.00951989691884206 0.00951996877236524 0.00951996899726815 0.00951996898046282 0.00951996896764227 0.00951996895817565 0.00951996895238639 0.00951993198858172
1.0030971354546e-05 2.49999999996692 0.951432279400758 2.5000000004117 -6.19064807315847e-11 0.00925649645578441 0.00930077150373754 0.009302966484208 0.00930316621860974 0.00930316627032622 0.00930316629391621 0.00930316631298107 0.00930316632713048 0.00930316633695834 0.0093031468010244
1.00310664809966e-05 2.50000000000136 0.946675956664237 2.49999999916409 6.27835037407663e-11 0.00900593135810141 0.0090467871587748 0.00906607876527388 0.0090662646604831 0.00906626440508865 0.00906626438534945 0.00906626436959172 0.00906626435791817 0.00906626434979682 0.00906629318569308
1.00311388412799e-05 2.49999999997424 0.943057941730208 2.50000000029555 -6.99819057624379e-11 0.00872896080961654 0.00878785225156577 0.00881880653500792 0.00881888915831621 0.00881888911828781 0.00881888914149851 0.00881888915947685 0.00881888917281624 0.00881888918143726 0.00881890589703282
1.00312505159391e-05 2.4999999999972 0.937474208194776 2.49999999913428 4.37765592153556e-11 0.00838396747937264 0.00844433043659832 0.00846749409649862 0.00846754119865844 0.00846754134230202 0.00846754132277846 0.00846754130758215 0.00846754129633083 0.00846754128903011 0.00846752281906628
1.00313410760677e-05 2.4999999999848 0.932946201324948 2.50000000051101 -5.93850475231685e-11 0.00826671147109912 0.00830813424456388 0.00832370795336166 0.00832383362267853 0.00832383368504028 0.00832383370611782 0.00832383372294586 0.0083238337354215 0.00832383374394812 0.00832382213437342
1.00314739720954e-05 2.50000000000588 0.926301399745051 2.49999999923935 6.05925188307743e-11 0.00809093926093004 0.00813166442742443 0.00815549247863123 0.00815558018245822 0.00815558001664632 0.00815557999582254 0.00815557997926 0.00815557996698131 0.00815557995856128 0.00815559984537998
1.00315800979145e-05 2.49999999998126 0.920995108319991 2.50000000041588 -6.86370691613446e-11 0.00787642407182432 0.00792450196684283 0.00794846575579844 0.00794846224252599 0.00794846229037583 0.00794846231201252 0.00794846232893297 0.00794846234147942 0.00794846234979269 0.00794846158539307
1.00317597258772e-05 2.50000000000829 0.912013710288524 2.49999999927925 5.63023505410369e-11 0.00763158000157431 0.00766251591114561 0.00767463702838961 0.00767467209118947 0.00767467216124073 0.00767467214048553 0.0076746721243191 0.00767467211233735 0.00767467210454332 0.0076746627342186
1.00318940104215e-05 2.49999999998766 0.905299482907873 2.50000000051139 -5.75256462882155e-11 0.00749164321473788 0.00751490075680753 0.00753057025142455 0.00753061080799926 0.00753061072147779 0.00753061074192818 0.00753061075802567 0.00753061076995439 0.0075306107777315 0.00753062050753632
1.00320933901377e-05 2.50000000000488 0.89533049713772 2.49999999921265 5.1200052886667e-11 0.00717235938116675 0.00720134838862747 0.00721833905457633 0.00721831107483149 0.00721831109306661 0.00721831107292246 0.00721831105690739 0.00721831104504042 0.00721831103720184 0.00721830979211253
1.00322853431676e-05 2.49999999998749 0.885732845501469 2.50000000052103 -6.09282504340816e-11 0.00692438898891599 0.00694053067320801 0.00695032589608625 0.0069503447111159 0.00695034478086875 0.00695034480132374 0.00695034481765973 0.00695034482976713 0.00695034483785652 0.00695033829313665
1.00324751409925e-05 2.50000000000777 0.87624295444217 2.4999999992566 5.78897400241116e-11 0.00668730438687618 0.00670244194832634 0.00671691583260673 0.00671692830462707 0.00671692819330679 0.00671692817266248 0.00671692815623373 0.00671692814405567 0.00671692813590517 0.0067169370536571
1.00327515955451e-05 2.49999999998489 0.862420226542687 2.50000000047718 -6.56420081824883e-11 0.00627316674088104 0.0062903791145968 0.00630273130540899 0.00630270867480341 0.00630270877696706 0.00630270879785797 0.00630270881439017 0.00630270882664548 0.00630270883481321 0.00630270212151358
1.00331044653201e-05 2.50000000000915 0.844776738019324 2.49999999928593 5.92187994825784e-11 0.00582946614795094 0.00583778233870608 0.00584812515404331 0.00584815221988386 0.00584815214454471 0.00584815212373606 0.00584815210734685 0.00584815209519773 0.00584815208714522 0.00584815547296262
1.0033417558299e-05 2.49999999998482 0.82912208879294 2.50000000047257 -6.46674772913505e-11 0.00538879082159763 0.00540331551506795 0.00541706830083524 0.00541704764836188 0.00541704768641011 0.00541704770725789 0.00541704772361038 0.00541704773573131 0.00541704774371809 0.00541704822533641
1.0033780277646e-05 2.50000000000871 0.810986121617416 2.49999999928513 5.71624003131631e-11 0.00491595445592918 0.00492470154514773 0.00493361072366531 0.00493362460293819 0.00493362459544834 0.00493362457469693 0.00493362455845257 0.00493362454641261 0.00493362453851123 0.00493362122893574
1.00342066209974e-05 2.49999999998593 0.789668953790658 2.50000000049202 -6.2094327666161e-11 0.00437535999180197 0.00438631459907395 0.00439918241241829 0.00439917886093945 0.00439917884912514 0.00439917886979062 0.00439917888596229 0.00439917889794729 0.0043991789057977 0.00439918374140745
1.00348027680296e-05 2.50000000000804 0.759861602257079 2.4999999992799 5.54563664839913e-11 0.00362080744559262 0.00363072289191118 0.00363947506097913 0.0036394753355623 0.00363947535605022 0.00363947533546575 0.00363947531935024 0.00363947530740736 0.00363947529958778 0.00363946995736057
1.00359950620941e-05 2.49999999998706 0.700246898671255 2.50000000052367 -6.04204466391083e-11 0.00231282175258354 0.00232032403187253 0.00233043189942982 0.00233043839585648 0.0023304383728401 0.00233043839332668 0.00233043840937264 0.0023304384212637 0.00233043842905009 0.00233044380571639
