Measurement report of dcv_sheet,,,,,
Generated by DesCoVer 2.6.0,,,,,
Date,2016-10-24 08:27:03 -0500,Author,b48923,,
,,,,,
,,,,,
Testbench: LIB: esd_sm8mvLib - CELL: RB_SOA_tests - VIEW: schematic_no_buck - Mon Oct 24 08:27:09 CDT 2016,,,,,
,,,,,
,,,,,
stress,time,vboost,vclamp9,vref1p0_bg1,v2p5a
-100,2.53746E-006,2.97089,1.39481,0.0092933,0.000179402
-100,2.54117E-006,2.97533,1.41966,0.00928143,0.000180821
-100,2.54559E-006,2.98062,1.449,0.00925339,0.000182528
-100,2.55047E-006,2.98646,1.48093,0.00920491,0.0001844
-100,2.55551E-006,2.99248,1.51341,0.00913596,0.000186289
-100,2.55927E-006,2.99698,1.53734,0.00907245,0.000187931
-100,2.56264E-006,3.00101,1.55854,0.00900712,0.000189765
-100,2.56323E-006,3.00172,1.56223,0.00899483,0.000190525
-100,2.56441E-006,3.00313,1.56958,0.00896957,0.000190955
-100,2.56621E-006,3.00528,1.58072,0.00892962,0.000191258
-100,2.5676E-006,3.00694,1.58927,0.00889759,0.000191698
-100,2.5693E-006,3.00897,1.59968,0.00885729,0.00019209
-100,2.57105E-006,3.01106,1.61038,0.00881479,0.000192661
-100,2.57262E-006,3.01294,1.62,0.00877615,0.000193086
-100,2.57454E-006,3.01523,1.63173,0.00872838,0.000194052
-100,2.57615E-006,3.01716,1.64158,0.00868734,0.000194887
-100,2.57792E-006,3.01927,1.65231,0.00864084,0.000196309
-100,2.57925E-006,3.02086,1.66034,0.00860492,0.000197557
-100,2.58094E-006,3.02289,1.67056,0.00855844,0.000197503
-100,2.58223E-006,3.02442,1.67828,0.00852297,0.00019802
-100,2.58359E-006,3.02606,1.68653,0.00848535,0.000198181
-100,2.58478E-006,3.02747,1.6937,0.00845337,0.000198374
-100,2.58606E-006,3.02901,1.70151,0.00841921,0.000198977
-100,2.58737E-006,3.03057,1.70951,0.00838466,0.000199496
-100,2.58862E-006,3.03207,1.71716,0.00835184,0.000200114
-100,2.59036E-006,3.03415,1.72783,0.00830621,0.000200843
-100,2.5927E-006,3.03695,1.74226,0.00824465,0.000201818
-100,2.59577E-006,3.04063,1.76119,0.0081641,0.000203202
-100,2.59958E-006,3.04517,1.78465,0.00806447,0.000204785
-100,2.60441E-006,3.05096,1.81454,0.00793839,0.000206969
-100,2.61057E-006,3.05832,1.85263,0.00778006,0.000209613
-100,2.61848E-006,3.06778,1.90166,0.00758221,0.000213188
-100,2.62852E-006,3.07979,1.96399,0.00734373,0.000217625
-100,2.64086E-006,3.09455,2.04073,0.00707098,0.000223264
-100,2.65561E-006,3.11219,2.13253,0.00677694,0.000229928
-100,2.67359E-006,3.13368,2.24436,0.00646263,0.000238185
-100,2.69654E-006,3.16112,2.38676,0.00612075,0.000248527
-100,2.70544E-006,3.17176,2.44156,0.00600022,0.000252223
-100,2.70989E-006,3.17707,2.46872,0.0059395,0.000253916
-100,2.71879E-006,3.18769,2.52206,0.00581089,0.000257378
-100,2.7267E-006,3.19712,2.56813,0.00568659,0.000260464
-100,2.73572E-006,3.20788,2.62028,0.00556027,0.00026694
-100,2.73765E-006,3.2102,2.63177,0.00554246,0.000270645
-100,2.74152E-006,3.21485,2.65559,0.00552055,0.00027137
-100,2.74553E-006,3.21965,2.6809,0.00550319,0.000268579
-100,2.74978E-006,3.22474,2.70778,0.0054824,0.000272491
-100,2.75442E-006,3.2303,2.73712,0.00545565,0.000272739
-100,2.76074E-006,3.23786,2.77695,0.00541618,0.000277004
-100,2.77035E-006,3.24937,2.83762,0.00535312,0.000280244
-100,2.78753E-006,3.27,2.94609,0.00523365,0.000288472
-100,2.80993E-006,3.29698,3.08204,0.00500997,0.000296013
-100,2.83509E-006,3.32752,3.20608,0.00447886,0.000303419
-100,2.8607E-006,3.35862,3.28681,0.00363514,0.000310697
-100,2.86853E-006,3.36808,3.30392,0.00336232,0.00031309
-100,2.88419E-006,3.38696,3.33399,0.00286634,0.000314714
-100,2.90773E-006,3.41527,3.37248,0.00224722,0.000319212
-100,2.93321E-006,3.44587,3.40939,0.00173509,0.000321337
-100,2.96767E-006,3.48721,3.45573,0.00124806,0.000326501
-100,2.99518E-006,3.52021,3.49114,0.000984197,0.000328519
-100,0.000003034,3.56678,3.53995,0.000735627,0.000333931
-100,3.08521E-006,3.62818,3.60309,0.000546831,0.000338422
-100,3.14992E-006,3.70577,3.68192,0.000434529,0.000346616
-100,3.23171E-006,3.80384,3.78074,0.000392661,0.000355693
-100,3.28769E-006,3.87096,3.84811,0.000435884,0.000364876
-100,3.35033E-006,3.94604,3.92328,0.000680376,0.000374603
-100,0.000003396,4.00074,3.97796,0.00111477,0.000384759
-100,3.4097E-006,4.0172,3.99455,0.00130506,0.000386431
-100,3.43264E-006,4.04468,4.02213,0.0016863,0.000392971
-100,3.43846E-006,4.05165,4.02908,0.00179399,0.000393092
-100,3.4501E-006,4.06559,4.043,0.00202142,0.000397032
-100,3.47338E-006,4.09348,4.07084,0.00251005,0.000401863
-100,3.48042E-006,4.1019,4.07925,0.00266552,0.000404714
-100,3.49448E-006,4.11874,4.09603,0.00308721,0.000407723
-100,3.49865E-006,4.12373,4.101,0.00326473,0.000409458
-100,0.000003507,4.13371,4.11095,0.00377517,0.000411457
-100,3.5182E-006,4.14713,4.12424,0.00486437,0.000415264
-100,3.52114E-006,4.15064,4.12771,0.00522868,0.000416
-100,0.000003527,4.15767,4.13464,0.00603863,0.000417722
-100,3.53876E-006,4.17172,4.14846,0.00796569,0.000421683
-100,3.55726E-006,4.19384,4.17011,0.0119079,0.000427641
-100,3.59084E-006,4.23395,4.20897,0.0226536,0.000440372
-100,3.63272E-006,4.28392,4.25653,0.0442776,0.000457795
-100,0.000003687,4.34861,4.31675,0.088445,0.000485124
-100,3.7006E-006,4.3648,4.33164,0.102534,0.000492137
-100,3.72779E-006,4.39717,4.36133,0.134133,0.000508376
-100,3.73273E-006,4.40305,4.3667,0.140364,0.000510697
-100,3.74262E-006,4.41482,4.37744,0.153232,0.000517338
-100,3.74537E-006,4.41809,4.38042,0.15691,0.000517657
-100,3.75087E-006,4.42464,4.38637,0.164397,0.000521791
-100,3.75582E-006,4.43053,4.39173,0.171282,0.000526561
-100,3.76061E-006,4.43624,4.39694,0.178085,0.000529301
-100,3.76177E-006,4.43762,4.3982,0.179755,0.000527701
-100,3.7641E-006,4.44039,4.40072,0.183113,0.000530868
-100,3.7681E-006,4.44516,4.40505,0.188953,0.000533158
-100,3.77347E-006,4.45154,4.41084,0.196908,0.00053655
-100,3.7842E-006,4.46432,4.42242,0.213237,0.000543875
-100,3.79483E-006,4.47697,4.43388,0.229937,0.000550774
-100,3.79885E-006,4.48175,4.43821,0.236392,0.000553759
-100,3.8069E-006,4.49133,4.44682,0.249504,0.000558957
-100,3.81378E-006,4.49952,4.45414,0.260931,0.000564074
-100,3.82217E-006,4.50949,4.46305,0.275089,0.000569813
-100,3.82883E-006,4.51741,4.47015,0.286511,0.000574516
-100,3.83733E-006,4.52753,4.47923,0.301312,0.000580604
-100,3.8456E-006,4.53737,4.48806,0.315919,0.000586507
-100,3.86215E-006,4.55706,4.50572,0.345626,0.000598682
-100,3.89293E-006,4.5937,4.53865,0.401401,0.000621542
-100,3.91606E-006,4.62124,4.56364,0.441219,0.00063925
-100,3.93693E-006,4.64613,4.58663,0.473015,0.000655235
-100,3.9414E-006,4.65146,4.59162,0.47922,0.000658808
-100,3.95033E-006,4.66212,4.60164,0.491032,0.000665624
-100,3.95893E-006,4.67238,4.61127,0.501613,0.00067243
-100,3.96766E-006,4.68281,4.62106,0.511553,0.000679475
-100,3.97514E-006,4.69173,4.62951,0.519396,0.000685589
-100,3.98131E-006,4.6991,4.63655,0.525424,0.00068966
-100,3.98329E-006,4.70147,4.63882,0.52728,0.000691595
-100,3.98726E-006,4.70621,4.64337,0.530878,0.000694842
-100,0.000003995,4.71547,4.65233,0.537491,0.000700989
-100,4.0008E-006,4.7224,4.65904,0.542112,0.000705673
-100,4.00707E-006,4.72989,4.66629,0.54683,0.000710339
-100,4.01311E-006,4.73713,4.67335,0.551123,0.000715594
-100,4.01938E-006,4.74462,4.68074,0.555326,0.000720167
-100,4.02561E-006,4.75208,4.68813,0.559282,0.000725464
-100,4.03807E-006,4.76701,4.70294,0.566592,0.000735141
-100,4.0586E-006,4.7916,4.72744,0.577149,0.000751738
-100,4.06466E-006,4.79885,4.7347,0.579958,0.000756288
-100,4.06768E-006,4.80248,4.73836,0.581314,0.000758709
-100,4.07374E-006,4.80974,4.74568,0.583937,0.000763626
-100,4.07623E-006,4.81272,4.74866,0.584981,0.000765507
-100,4.0812E-006,4.81868,4.75462,0.587015,0.000769559
-100,4.08909E-006,4.82813,4.76407,0.590103,0.000775704
-100,4.09611E-006,4.83654,4.77252,0.592716,0.000781005
-100,4.10308E-006,4.84489,4.78087,0.595191,0.000786899
-100,4.10582E-006,4.84818,4.78412,0.596134,0.000788853
-100,4.11131E-006,4.85474,4.79061,0.597972,0.000793327
-100,0.000004121,4.86637,4.80207,0.601076,0.00080077
-100,4.13424E-006,4.8822,4.81769,0.605015,0.000811234
-100,4.14957E-006,4.90054,4.83581,0.609208,0.000822989
-100,4.1694E-006,4.92429,4.85928,0.614119,0.000838492
-100,4.19014E-006,4.94913,4.88385,0.618714,0.000854366
-100,4.21179E-006,4.97506,4.90957,0.623014,0.000871214
-100,4.22788E-006,4.99433,4.92874,0.625927,0.000883328
-100,4.24681E-006,5.01702,4.95131,0.629094,0.000897894
-100,4.26545E-006,5.03934,4.97357,0.63198,0.000911889
-100,4.29367E-006,5.07316,5.00727,0.636037,0.000933313
-100,4.32147E-006,5.10646,5.04034,0.639868,0.000954037
-100,4.34175E-006,5.13076,5.06438,0.642727,0.000969259
-100,4.36291E-006,5.1561,5.08938,0.645917,0.000984871
-100,4.39192E-006,5.19085,5.12355,0.650786,0.00100645
-100,4.41072E-006,5.21337,5.14567,0.654296,0.00102016
-100,4.4295E-006,5.23586,5.16775,0.658106,0.00103411
-100,4.4405E-006,5.24903,5.18071,0.660483,0.00104198
-100,4.44977E-006,5.26014,5.1917,0.662571,0.00104888
-100,4.45855E-006,5.27066,5.20212,0.664618,0.00105523
-100,0.000004468,5.28197,5.21332,0.666895,0.00106218
-100,0.000004477,5.2928,5.22404,0.669147,0.00106869
-100,4.4951E-006,5.31446,5.24549,0.673854,0.00108187
-100,4.51386E-006,5.33694,5.26773,0.67901,0.00109541
-100,4.55136E-006,5.38189,5.3122,0.69007,0.00112252
-100,4.59249E-006,5.43118,5.36092,0.70319,0.00115202
-100,4.60825E-006,5.45008,5.37958,0.708464,0.00116331
-100,4.63847E-006,5.48629,5.41531,0.719035,0.00118491
-100,4.66254E-006,5.51513,5.44378,0.728061,0.00120209
-100,4.6855E-006,5.54266,5.47094,0.736914,0.00121832
-100,4.71266E-006,5.57521,5.50305,0.747391,0.00123769
-100,4.74994E-006,5.61989,5.54711,0.761933,0.00126393
-100,4.7644E-006,5.63722,5.56419,0.7676,0.00127419
-100,4.79331E-006,5.67187,5.59837,0.778952,0.00129442
-100,4.79919E-006,5.67891,5.60533,0.781262,0.00129858
-100,0.000004811,5.69301,5.61923,0.78588,0.00130681
-100,4.83175E-006,5.71794,5.64381,0.794031,0.00132132
-100,4.85519E-006,5.74604,5.67152,0.803183,0.00133767
-100,4.89563E-006,5.79451,5.71932,0.818809,0.00136567
-100,4.97019E-006,5.88388,5.80753,0.846772,0.00141696
-100,4.99194E-006,5.90996,5.83328,0.854682,0.00143178
-100,5.00282E-006,5.923,5.84616,0.858584,0.00143924
-100,5.02458E-006,5.94908,5.87193,0.866267,0.00145396
-100,5.03325E-006,5.95948,5.88221,0.869286,0.00145991
-100,5.05061E-006,5.98029,5.90277,0.87524,0.00147157
-100,5.05929E-006,5.99069,5.91305,0.878174,0.00147752
-100,5.07664E-006,6.0115,5.93362,0.883952,0.00148912
-100,5.11135E-006,6.05311,5.97478,0.895127,0.0015125
-100,5.18077E-006,6.13634,6.05713,0.915833,0.00155862
-100,5.20808E-006,6.16908,6.08955,0.923356,0.00157681
-100,5.2627E-006,6.23456,6.15438,0.937293,0.0016129
-100,5.31913E-006,6.30222,6.22135,0.950121,0.00165032
-100,5.33088E-006,6.3163,6.23528,0.952592,0.00165796
-100,5.35436E-006,6.34447,6.26316,0.957331,0.00167353
-100,5.37712E-006,6.37177,6.29016,0.961674,0.00168814
-100,5.39515E-006,6.39339,6.31155,0.964947,0.00170008
-100,5.39933E-006,6.39841,6.31652,0.965685,0.00170259
-100,5.4077E-006,6.40844,6.32644,0.967139,0.0017081
-100,5.42064E-006,6.42396,6.3418,0.969329,0.00171621
-100,5.43539E-006,6.44166,6.35931,0.971741,0.00172575
-100,5.4649E-006,6.47705,6.39433,0.976298,0.00174416
-100,5.52392E-006,6.54782,6.46433,0.984422,0.00178089
-100,0.000005642,6.68937,6.60425,0.997115,0.00185137
-100,5.84272E-006,6.93,6.84171,1.01027,0.0019674
-100,6.03782E-006,7.16364,7.07173,1.01631,0.00208178
-100,6.09708E-006,7.23459,7.14147,1.01733,0.00211821
-100,6.21562E-006,7.37641,7.28071,1.01875,0.0021942
-100,6.26552E-006,7.43609,7.33925,1.01916,0.00222786
-100,6.36533E-006,7.55539,7.4562,1.01976,0.00229864
-100,6.38878E-006,7.58341,7.48365,1.01987,0.00231605
-100,6.43568E-006,7.63944,7.53851,1.02005,0.00235186
-100,6.52155E-006,7.74192,7.6383,1.02031,0.00242117
-100,6.54671E-006,7.77191,7.66698,1.02037,0.00244253
-100,6.59705E-006,7.83165,7.72061,1.02046,0.00248643
-100,6.68179E-006,7.93109,7.79095,1.02054,0.00256475
-100,6.7736E-006,8.03791,7.84446,1.02054,0.0026564
-100,6.79678E-006,8.06486,7.85568,1.02053,0.00268078
-100,6.84313E-006,8.1188,7.87546,1.02049,0.00273138
-100,6.93584E-006,8.22698,7.90515,1.02039,0.00284027
-100,0.000007076,8.39155,7.92769,1.0202,0.0030279
-100,7.28161E-006,8.63403,7.93819,1.02001,0.00336722
-100,7.45388E-006,8.8372,7.93957,1.01996,0.00372402
-100,7.65149E-006,9.06993,7.93703,1.02002,0.00423619
-100,7.7094E-006,9.13802,7.93515,1.02005,0.00440956
-100,0.000007771,9.21039,7.93184,1.02009,0.00460729
-100,7.80951E-006,9.25559,7.92713,1.02012,0.00473767
-100,7.85734E-006,9.31162,7.91312,1.02021,0.0049078
-100,7.86622E-006,9.322,7.9092,1.02023,0.00493987
-100,7.87066E-006,9.32719,7.90717,1.02024,0.00495658
-100,7.87277E-006,9.32966,7.90621,1.02024,0.00496165
-100,7.87377E-006,9.33083,7.90577,1.02025,0.00496351
-100,7.87474E-006,9.33196,7.90538,1.02025,0.00496369
-100,7.87574E-006,9.33312,7.90502,1.02025,0.00496244
-100,7.87666E-006,9.33419,7.90474,1.02025,0.00495967
-100,7.87755E-006,9.33524,7.90453,1.02025,0.00496138
-100,7.87784E-006,9.3356,7.9045,1.02025,0.00496633
-100,7.87821E-006,9.33607,7.90452,1.02025,0.00499812
-100,7.87828E-006,9.33615,7.90452,1.02025,0.00500645
-100,7.87842E-006,9.33632,7.90454,1.02025,0.00501874
-100,7.87862E-006,9.33654,7.90455,1.02026,0.00502424
-100,7.87888E-006,9.33686,7.90458,1.02026,0.00502086
-100,7.87933E-006,9.33738,7.90463,1.02026,0.00500775
-100,7.88013E-006,9.33833,7.90475,1.02026,0.00499027
-100,7.88105E-006,9.33942,7.90494,1.02026,0.00499575
-100,7.88215E-006,9.34072,7.9052,1.02026,0.00500679
-100,7.88343E-006,9.34224,7.90556,1.02027,0.00500517
-100,7.88506E-006,9.34416,7.90606,1.02027,0.00501147
-100,7.88709E-006,9.34656,7.90681,1.02027,0.00502062
-100,7.88966E-006,9.34962,7.90824,1.02027,0.0050303
-100,7.8916E-006,9.35193,7.90978,1.02027,0.00503797
-100,7.89422E-006,9.35504,7.91195,1.02027,0.0050423
-100,7.89644E-006,9.35766,7.91349,1.02027,0.00505188
-100,7.89912E-006,9.36083,7.91479,1.02026,0.00506162
-100,7.90334E-006,9.36579,7.91599,1.02025,0.00507898
-100,7.90774E-006,9.37097,7.91693,1.02023,0.00509713
-100,7.91591E-006,9.38058,7.91916,1.02021,0.00512788
-100,7.92507E-006,9.39135,7.92196,1.0202,0.00516416
-100,7.93681E-006,9.40515,7.92501,1.02018,0.00521022
-100,7.95062E-006,9.42136,7.92803,1.02016,0.00526652
-100,0.000007968,9.44178,7.93111,1.02015,0.0053372
-100,7.98938E-006,9.46679,7.93375,1.02015,0.00542729
-100,8.01514E-006,9.49695,7.93594,1.02015,0.00553731
-100,8.04516E-006,9.53208,7.93768,1.02016,0.00567073
-100,8.0804E-006,9.57331,7.93911,1.02017,0.00583158
-100,8.12274E-006,9.62284,7.94034,1.02018,0.00603407
-100,8.1756E-006,9.68465,7.94145,1.02019,0.00629843
-100,8.2446E-006,9.76528,7.9425,1.0202,0.00666667
-100,8.34028E-006,9.87703,7.94351,1.02019,0.00721977
-100,8.48539E-006,10.0463,7.94458,1.02017,0.00816308
-100,8.70406E-006,10.301,7.94608,1.02013,0.00984059
-100,8.99327E-006,10.6374,7.9484,1.02008,0.0125809
-100,0.000009394,11.1044,7.95169,1.02002,0.0173629
-100,0.000009492,11.2193,7.95254,1.02001,0.0186967
-100,9.68814E-006,11.4498,7.95405,1.01998,0.021503
-100,9.76611E-006,11.5417,7.95465,1.01997,0.0226637
-100,9.88305E-006,11.6798,7.95549,1.01996,0.024443
-100,0.00001,11.8181,7.95632,1.01995,0.0262623
-100,1.00605E-005,11.8319,7.95287,1.01991,0.027132
-100,0.000010134,11.8474,7.95089,1.01989,0.0281591
-100,1.02038E-005,11.8602,7.95076,1.01988,0.029047
-100,1.03435E-005,11.8817,7.95115,1.01991,0.0306052
-100,1.05511E-005,11.9061,7.95216,1.01998,0.0324603
-100,1.08591E-005,11.9315,7.95351,1.0201,0.0345185
-100,1.09459E-005,11.9369,7.95394,1.02012,0.0349871
-100,1.11195E-005,11.9461,7.95463,1.02015,0.035849
-100,0.00001145,11.9591,7.95597,1.02018,0.0373035
-100,1.19898E-005,11.9708,7.95769,1.02018,0.0394246
-100,1.21473E-005,11.9725,7.95819,1.02018,0.0400058
-100,1.24624E-005,11.9748,7.95896,1.02016,0.0411432
-100,1.24913E-005,11.9749,7.95907,1.02016,0.0412445
-100,0.000012549,11.9752,7.95917,1.02016,0.0414491
-100,1.25779E-005,11.9753,7.95926,1.02016,0.0415503
-100,1.26356E-005,11.9755,7.95938,1.02016,0.0417529
-100,1.27511E-005,11.9758,7.95964,1.02015,0.0421549
-100,0.000012982,11.9763,7.96009,1.02015,0.0429486
-100,1.30974E-005,11.9764,7.96031,1.02014,0.0433405
-100,1.33283E-005,11.9766,7.96069,1.02014,0.0441147
-100,1.37901E-005,11.9768,7.96133,1.02013,0.0456276
-100,1.47137E-005,11.9769,7.96213,1.02013,0.0485167
-100,1.59732E-005,11.9769,7.96249,1.02013,0.0521805
-100,1.64732E-005,11.9769,7.96251,1.02013,0.0535502
-100,1.74732E-005,11.9769,7.96254,1.02013,0.0561554
-100,1.79732E-005,11.9769,7.96255,1.02013,0.0573924
-100,1.89732E-005,11.9769,7.96257,1.02014,0.0597441
-100,2.09732E-005,11.9769,7.96259,1.02014,0.0639906
-100,2.29732E-005,11.9769,7.96261,1.02014,0.0676812
-100,2.34732E-005,11.9769,7.96262,1.02014,0.0685232
-100,2.44732E-005,11.9769,7.96262,1.02014,0.0701198
-100,2.64732E-005,11.9769,7.96263,1.02014,0.0729859
-100,2.84732E-005,11.9769,7.96264,1.02015,0.0754547
-100,2.89732E-005,11.9769,7.96265,1.02015,0.0760144
-100,2.92232E-005,11.9769,7.96268,1.02015,0.0762868
-100,2.93604E-005,11.9769,7.96269,1.02005,0.0764338
-100,2.94591E-005,11.9769,7.96263,1.01927,0.0765389
-100,2.95752E-005,11.9769,7.96021,1.01783,0.0766603
-100,2.96051E-005,11.9769,7.95886,1.01765,0.076692
-100,2.96648E-005,11.9769,7.95598,1.01738,0.0767533
-100,2.96835E-005,11.9769,7.95496,1.01729,0.0767736
-100,2.96929E-005,11.9769,7.95444,1.01727,0.0767821
-100,2.97116E-005,11.9769,7.95347,1.01723,0.0768028
-100,0.000029713,11.9769,7.95339,1.01723,0.0768028
-100,0.000029716,11.9769,7.95317,1.01718,0.076806
-100,2.97174E-005,11.9769,7.95299,1.0171,0.0768056
-100,2.97184E-005,11.9769,7.95278,1.01696,0.0768025
-100,2.97196E-005,11.9769,7.9523,1.01658,0.0767935
-100,2.97202E-005,11.9769,7.95182,1.01618,0.0767848
-100,2.97207E-005,11.9769,7.95127,1.01568,0.076778
-100,2.97211E-005,11.977,7.95072,1.01515,0.0767903
-100,2.97212E-005,11.977,7.95055,1.01498,0.0768047
-100,2.97214E-005,11.9771,7.9502,1.01464,0.0768485
-100,2.97215E-005,11.9772,7.95007,1.01452,0.0768622
-100,2.97216E-005,11.9772,7.94979,1.01428,0.076882
-100,2.97219E-005,11.9771,7.94915,1.01403,0.0768011
-100,2.97221E-005,11.977,7.9487,1.01409,0.0767239
