Measurement report of XXX,,,,
Generated by XXXX,,,,
Date,XXXX,
,,,,
,,,,
Testbench: XXX,,,,
,,,,
,,,,
Setup: Parameters or device casing alteration,,,,
Err:510,,,,
risetime=100p start=12u ,,,,
,,,,
,,,,
amplitude,length,nominal,min_v2p5,width_2p5(s)
-1.6,0.0000001,2.50308,2.40793,1.93918E-007
-1.6,1.1721E-007,2.50308,2.40251,1.89402E-007
-1.6,1.37382E-007,2.50308,2.39613,1.88161E-007
-1.6,0.000000161,2.50308,2.3899,0.000000199
-1.6,1.88739E-007,2.50308,2.38321,2.06581E-007
-1.6,2.21222E-007,2.50308,2.3758,2.03834E-007
-1.6,2.59294E-007,2.50308,2.36854,2.12528E-007
-1.6,3.0392E-007,2.50308,2.36029,0.000000217
-1.6,3.56225E-007,2.50308,2.35156,2.3212E-007
-1.6,4.17532E-007,2.50308,2.34151,2.34093E-007
-1.6,4.8939E-007,2.50308,2.33113,2.49548E-007
-1.6,5.73615E-007,2.50308,2.3186,2.56111E-007
-1.6,6.72336E-007,2.50308,2.30479,2.60396E-007
-1.6,0.000000788,2.50308,2.28966,2.70702E-007
-1.6,9.23671E-007,2.50308,2.27186,2.83645E-007
-1.6,1.08264E-006,2.50308,2.25154,3.07082E-007
-1.6,0.000001269,2.50308,2.22768,3.2749E-007
-1.6,1.48735E-006,2.50308,2.20076,3.55541E-007
-1.6,1.74333E-006,2.50308,2.16873,3.80639E-007
-1.6,2.04336E-006,2.50308,2.13124,4.11124E-007
-1.6,0.000002395,2.50308,2.08793,4.53731E-007
-1.6,2.80722E-006,2.50308,2.03676,5.00301E-007
-1.6,3.29034E-006,2.50308,1.97802,0.000000565
-1.6,3.85662E-006,2.50308,1.90828,6.42821E-007
-1.6,4.52035E-006,2.50308,1.8281,7.39457E-007
-1.6,5.29832E-006,2.50308,1.73723,8.63306E-007
-1.6,6.21017E-006,2.50308,1.63537,1.01248E-006
-1.6,0.000007279,2.50308,1.5227,1.19055E-006
-1.6,8.53168E-006,2.50308,1.46866,-1.45499E-005
-1.6,0.00001,2.50308,1.46866,-1.45499E-005
-1.7,0.0000001,2.50308,2.40816,1.86239E-007
-1.7,1.1721E-007,2.50308,2.40264,1.8447E-007
-1.7,1.37382E-007,2.50308,2.39663,1.88179E-007
-1.7,0.000000161,2.50308,2.39033,0.000000195
-1.7,1.88739E-007,2.50308,2.38342,0.000000202
-1.7,2.21222E-007,2.50308,2.37677,2.093E-007
-1.7,2.59294E-007,2.50308,2.36933,2.15916E-007
-1.7,3.0392E-007,2.50308,2.36079,2.22098E-007
-1.7,3.56225E-007,2.50308,2.35196,2.22776E-007
-1.7,4.17532E-007,2.50308,2.342,2.32271E-007
-1.7,4.8939E-007,2.50308,2.33109,2.36413E-007
-1.7,5.73615E-007,2.50308,2.3189,0.000000243
-1.7,6.72336E-007,2.50308,2.30566,2.61222E-007
-1.7,0.000000788,2.50308,2.28983,2.66278E-007
-1.7,9.23671E-007,2.50308,2.27215,2.84175E-007
-1.7,1.08264E-006,2.50308,2.25159,3.0161E-007
-1.7,0.000001269,2.50308,2.22869,0.00000033
-1.7,1.48735E-006,2.50308,2.20011,3.42511E-007
-1.7,1.74333E-006,2.50308,2.16871,3.74742E-007
-1.7,2.04336E-006,2.50308,2.1323,4.18428E-007
-1.7,0.000002395,2.50308,2.08828,4.55686E-007
-1.7,2.80722E-006,2.50308,2.03711,4.98949E-007
-1.7,3.29034E-006,2.50308,1.97776,5.61449E-007
-1.7,3.85662E-006,2.50308,1.90874,6.38713E-007
-1.7,4.52035E-006,2.50308,1.82841,7.3669E-007
-1.7,5.29832E-006,2.50308,1.7375,8.62461E-007
-1.7,6.21017E-006,2.50308,1.63537,1.0095E-006
-1.7,0.000007279,2.50308,1.52292,1.18822E-006
-1.7,8.53168E-006,2.50308,1.4687,-1.45498E-005
-1.7,0.00001,2.50308,1.4687,-1.45498E-005
-1.8,0.0000001,2.50308,2.40911,0.000000187
-1.8,1.1721E-007,2.50308,2.40349,1.90774E-007
-1.8,1.37382E-007,2.50308,2.39685,0.000000186
-1.8,0.000000161,2.50308,2.39129,0.000000198
-1.8,1.88739E-007,2.50308,2.38447,2.0171E-007
-1.8,2.21222E-007,2.50308,2.37743,2.11596E-007
-1.8,2.59294E-007,2.50308,2.36964,2.1088E-007
-1.8,3.0392E-007,2.50308,2.36138,2.13562E-007
-1.8,3.56225E-007,2.50308,2.35223,2.2384E-007
-1.8,4.17532E-007,2.50308,2.34233,2.25663E-007
-1.8,4.8939E-007,2.50308,2.33166,2.3549E-007
-1.8,5.73615E-007,2.50308,2.31938,2.46734E-007
-1.8,6.72336E-007,2.50308,2.30542,0.000000257
-1.8,0.000000788,2.50308,2.29042,2.76333E-007
-1.8,9.23671E-007,2.50308,2.27315,2.84257E-007
-1.8,1.08264E-006,2.50308,2.25183,3.02723E-007
-1.8,0.000001269,2.50308,2.22881,3.22379E-007
-1.8,1.48735E-006,2.50308,2.20139,3.56412E-007
-1.8,1.74333E-006,2.50308,2.16875,0.000000372
-1.8,2.04336E-006,2.50308,2.13217,4.11853E-007
-1.8,0.000002395,2.50308,2.08913,4.56901E-007
-1.8,2.80722E-006,2.50308,2.03793,5.00661E-007
-1.8,3.29034E-006,2.50308,1.97869,5.63909E-007
-1.8,3.85662E-006,2.50308,1.9093,6.40404E-007
-1.8,4.52035E-006,2.50308,1.82901,7.39249E-007
-1.8,5.29832E-006,2.50308,1.73744,8.56937E-007
-1.8,6.21017E-006,2.50308,1.63564,1.00824E-006
-1.8,0.000007279,2.50308,1.52339,1.19007E-006
-1.8,8.53168E-006,2.50308,1.46819,-0.000014557
-1.8,0.00001,2.50308,1.46819,-0.000014557
-1.9,0.0000001,2.50308,2.40999,1.90804E-007
-1.9,1.1721E-007,2.50308,2.40404,0.000000187
-1.9,1.37382E-007,2.50308,2.39792,1.91199E-007
-1.9,0.000000161,2.50308,2.39197,1.96374E-007
-1.9,1.88739E-007,2.50308,2.38465,1.97534E-007
-1.9,2.21222E-007,2.50308,2.37762,2.04449E-007
-1.9,2.59294E-007,2.50308,2.3703,2.14888E-007
-1.9,3.0392E-007,2.50308,2.3617,2.15602E-007
-1.9,3.56225E-007,2.50308,2.35317,2.28723E-007
-1.9,4.17532E-007,2.50308,2.34327,2.33556E-007
-1.9,4.8939E-007,2.50308,2.33184,2.42378E-007
-1.9,5.73615E-007,2.50308,2.32021,2.52855E-007
-1.9,6.72336E-007,2.50308,2.30621,0.000000264
-1.9,0.000000788,2.50308,2.29118,2.78638E-007
-1.9,9.23671E-007,2.50308,2.27322,0.000000295
-1.9,1.08264E-006,2.50308,2.25258,3.07153E-007
-1.9,0.000001269,2.50308,2.22908,3.31793E-007
-1.9,1.48735E-006,2.50308,2.20149,3.4871E-007
-1.9,1.74333E-006,2.50308,2.1692,0.000000378
-1.9,2.04336E-006,2.50308,2.13263,4.08697E-007
-1.9,0.000002395,2.50308,2.08852,4.48313E-007
-1.9,2.80722E-006,2.50308,2.03867,5.07105E-007
-1.9,3.29034E-006,2.50308,1.97904,5.63506E-007
-1.9,3.85662E-006,2.50308,1.91003,6.43793E-007
-1.9,4.52035E-006,2.50308,1.82924,7.34343E-007
-1.9,5.29832E-006,2.50308,1.73814,8.57073E-007
-1.9,6.21017E-006,2.50308,1.63683,1.0148E-006
-1.9,0.000007279,2.50308,1.5245,1.19443E-006
-1.9,8.53168E-006,2.50308,1.46871,-1.45479E-005
-1.9,0.00001,2.50308,1.46871,-1.45479E-005
-2,0.0000001,2.50308,2.40977,1.83125E-007
-2,1.1721E-007,2.50308,2.40462,0.000000188
-2,1.37382E-007,2.50308,2.39809,1.92617E-007
-2,0.000000161,2.50308,2.39162,1.89651E-007
-2,1.88739E-007,2.50308,2.38499,1.98913E-007
-2,2.21222E-007,2.50308,2.37784,2.01547E-007
-2,2.59294E-007,2.50308,2.37088,2.14076E-007
-2,3.0392E-007,2.50308,2.36231,2.20435E-007
-2,3.56225E-007,2.50308,2.35334,2.23582E-007
-2,4.17532E-007,2.50308,2.34366,0.000000237
-2,4.8939E-007,2.50308,2.33242,2.41444E-007
-2,5.73615E-007,2.50308,2.32056,2.52671E-007
-2,6.72336E-007,2.50308,2.30651,2.61397E-007
-2,0.000000788,2.50308,2.29112,2.7336E-007
-2,9.23671E-007,2.50308,2.27347,2.90755E-007
-2,1.08264E-006,2.50308,2.25266,2.98179E-007
-2,0.000001269,2.50308,2.22925,0.000000326
-2,1.48735E-006,2.50308,2.20212,3.4741E-007
-2,1.74333E-006,2.50308,2.16993,3.77655E-007
-2,2.04336E-006,2.50308,2.13284,4.10345E-007
-2,0.000002395,2.50308,2.08962,4.56856E-007
-2,2.80722E-006,2.50308,2.03843,4.99727E-007
-2,3.29034E-006,2.50308,1.97887,5.62236E-007
-2,3.85662E-006,2.50308,1.91072,6.46436E-007
-2,4.52035E-006,2.50308,1.83022,7.42906E-007
-2,5.29832E-006,2.50308,1.73816,8.58375E-007
-2,6.21017E-006,2.50308,1.6366,1.01146E-006
-2,0.000007279,2.50308,1.52419,0.000001191
-2,8.53168E-006,2.50308,1.46806,-1.45583E-005
-2,0.00001,2.50308,1.46806,-1.45583E-005
